source;target;label
0;15;3.99
0;27;11.27
0;4;13.63
1;23;8.22
1;24;14.25
2;29;8.76
2;14;11.21
3;26;10.89
4;6;5.69
4;10;6.96
4;0;13.63
5;12;2.80
6;20;2.33
6;4;5.69
7;22;9.37
7;16;12.63
8;26;10.52
8;27;12.95
9;15;8.17
9;14;18.46
10;21;3.73
10;4;6.96
10;12;8.37
10;17;12.43
11;14;4.48
12;5;2.80
12;10;8.37
13;28;10.20
14;11;4.48
14;2;11.21
14;28;15.48
14;9;18.46
15;0;3.99
15;9;8.17
15;18;15.06
16;7;12.63
17;23;5.69
17;10;12.43
18;15;15.06
19;24;11.89
20;6;2.33
20;25;10.12
21;10;3.73
22;7;9.37
22;27;14.68
23;17;5.69
23;1;8.22
24;19;11.89
24;1;14.25
25;20;10.12
26;3;10.89
26;8;10.52
27;0;11.27
27;8;12.95
27;22;14.68
28;13;10.20
28;14;15.48
29;2;8.76
