source;target;label
0;6;14.24
1;9;15.46
1;17;13.30
1;12;12.34
1;27;6.31
2;28;41.57
2;16;16.16
2;18;11.11
2;14;10.49
3;24;35.37
4;20;48.41
5;7;1.88
6;0;14.24
6;20;14.63
6;23;8.77
7;18;17.00
7;5;1.88
8;26;23.97
8;12;10.56
8;11;5.10
9;1;15.46
9;10;4.48
10;23;5.93
10;9;4.48
11;8;5.10
11;22;5.47
12;1;12.34
12;8;10.56
12;29;1.04
13;29;1.35
14;2;10.49
14;19;5.79
15;28;34.26
16;2;16.16
17;1;13.30
18;7;17.00
18;2;11.11
18;24;7.01
19;14;5.79
19;22;1.77
20;4;48.41
20;6;14.63
21;27;36.59
22;11;5.47
22;19;1.77
23;6;8.77
23;10;5.93
24;3;35.37
24;18;7.01
25;29;17.86
26;8;23.97
27;21;36.59
27;1;6.31
28;2;41.57
28;15;34.26
29;25;17.86
29;12;1.04
29;13;1.35
