source;target;label
0;1;49.58
0;2;15.54
0;3;65.83
0;4;27.40
0;5;8.89
0;6;39.01
0;7;38.58
0;8;68.15
0;9;98.81
0;10;60.19
0;11;23.97
0;12;89.39
0;13;99.99
0;14;21.51
0;18;85.82
1;0;49.58
1;2;58.70
1;3;9.47
1;4;86.58
1;5;6.34
1;6;49.27
1;7;39.56
1;8;69.23
1;9;60.09
1;10;36.47
1;11;32.31
1;12;51.99
1;13;43.66
1;14;85.57
2;0;15.54
2;1;58.70
2;3;17.04
2;4;12.26
2;5;65.53
2;6;20.96
2;7;77.57
2;8;84.56
2;9;71.52
2;10;83.03
2;11;99.54
2;12;47.88
2;13;3.97
2;14;34.14
2;27;27.29
3;0;65.83
3;1;9.47
3;2;17.04
3;4;32.29
3;5;94.36
3;6;79.72
3;7;28.96
3;8;38.51
3;9;91.78
3;10;31.64
3;11;72.95
3;12;70.72
3;13;85.54
3;14;28.07
3;29;34.52
4;0;27.40
4;1;86.58
4;2;12.26
4;3;32.29
4;5;64.63
4;6;15.38
4;7;96.68
4;8;17.76
4;9;84.26
4;10;87.97
4;11;96.27
4;12;41.51
4;13;60.38
4;14;17.19
4;27;92.31
5;0;8.89
5;1;6.34
5;2;65.53
5;3;94.36
5;4;64.63
5;6;59.60
5;7;70.06
5;8;78.76
5;9;70.22
5;10;42.63
5;11;47.74
5;12;19.54
5;13;92.54
5;14;42.46
6;0;39.01
6;1;49.27
6;2;20.96
6;3;79.72
6;4;15.38
6;5;59.60
6;7;8.16
6;8;74.30
6;9;54.43
6;10;62.22
6;11;32.02
6;12;64.28
6;13;36.57
6;14;93.97
6;22;84.25
7;0;38.58
7;1;39.56
7;2;77.57
7;3;28.96
7;4;96.68
7;5;70.06
7;6;8.16
7;8;65.62
7;9;8.81
7;10;88.53
7;11;65.74
7;12;32.55
7;13;44.05
7;14;31.66
7;29;33.56
8;0;68.15
8;1;69.23
8;2;84.56
8;3;38.51
8;4;17.76
8;5;78.76
8;6;74.30
8;7;65.62
8;9;36.22
8;10;33.98
8;11;71.56
8;12;78.76
8;13;10.13
8;14;70.84
8;22;16.97
9;0;98.81
9;1;60.09
9;2;71.52
9;3;91.78
9;4;84.26
9;5;70.22
9;6;54.43
9;7;8.81
9;8;36.22
9;10;31.25
9;11;18.98
9;12;96.35
9;13;54.39
9;14;7.82
9;15;79.45
10;0;60.19
10;1;36.47
10;2;83.03
10;3;31.64
10;4;87.97
10;5;42.63
10;6;62.22
10;7;88.53
10;8;33.98
10;9;31.25
10;11;53.03
10;12;69.12
10;13;3.22
10;14;78.75
10;21;48.82
11;0;23.97
11;1;32.31
11;2;99.54
11;3;72.95
11;4;96.27
11;5;47.74
11;6;32.02
11;7;65.74
11;8;71.56
11;9;18.98
11;10;53.03
11;12;38.84
11;13;41.80
11;14;4.69
11;16;73.63
12;0;89.39
12;1;51.99
12;2;47.88
12;3;70.72
12;4;41.51
12;5;19.54
12;6;64.28
12;7;32.55
12;8;78.76
12;9;96.35
12;10;69.12
12;11;38.84
12;13;75.64
12;14;86.41
12;21;69.23
13;0;99.99
13;1;43.66
13;2;3.97
13;3;85.54
13;4;60.38
13;5;92.54
13;6;36.57
13;7;44.05
13;8;10.13
13;9;54.39
13;10;3.22
13;11;41.80
13;12;75.64
13;14;65.48
13;29;34.93
14;0;21.51
14;1;85.57
14;2;34.14
