source;target;label
0;73;16.12
0;152;38.75
0;154;11.70
0;200;62.92
0;349;25.67
0;422;64.83
0;457;65.66
0;475;27.41
0;479;79.81
1;7;87.01
1;32;59.33
1;116;55.96
1;316;26.60
1;326;15.91
1;334;18.13
1;346;23.88
1;368;20.56
1;402;44.66
2;50;48.63
2;122;48.92
2;144;78.88
2;147;94.55
2;164;79.08
2;165;47.38
2;181;40.78
2;187;40.56
2;208;38.00
2;222;28.68
2;360;41.61
2;384;84.33
2;470;31.26
3;57;9.78
3;132;26.96
3;203;1.55
3;238;3.76
3;305;15.55
3;371;77.86
3;426;34.56
3;460;91.89
3;494;44.94
4;39;7.07
4;51;90.87
4;76;6.60
4;128;2.30
4;132;15.68
4;221;69.99
4;299;50.44
4;417;7.59
4;464;85.78
5;31;45.32
5;35;43.43
5;98;13.16
5;154;27.56
5;233;14.19
5;268;5.13
5;314;50.60
5;317;59.75
5;336;1.16
5;380;2.39
5;394;72.77
5;473;82.73
6;8;6.90
6;90;49.22
6;175;18.07
6;245;10.35
6;268;28.04
6;499;36.35
7;1;87.01
7;83;20.29
7;148;30.73
7;164;16.71
7;165;2.71
7;212;35.46
7;300;80.41
7;340;18.57
7;387;96.58
7;395;13.54
8;6;6.90
8;70;90.41
8;129;36.09
8;186;6.65
8;200;6.93
8;211;26.58
8;230;83.35
8;391;34.96
9;28;48.48
9;56;33.57
9;77;91.80
9;122;30.88
9;177;91.78
9;252;53.44
9;350;57.46
9;379;12.10
9;423;61.68
9;442;3.15
9;446;74.98
9;453;15.42
9;474;84.76
10;62;94.12
10;71;63.26
10;105;53.99
10;107;90.60
10;123;46.42
10;150;13.05
10;238;29.56
10;246;99.25
10;277;33.59
10;282;3.60
10;323;65.18
10;382;18.60
11;14;12.14
11;53;87.75
11;100;97.26
11;103;21.62
11;181;87.89
11;222;58.23
11;269;73.00
11;324;6.92
11;366;82.52
11;372;23.85
11;384;57.82
11;431;63.87
11;489;78.95
12;51;98.00
12;66;64.96
12;146;17.21
12;194;17.90
12;334;22.53
12;468;46.61
13;36;56.76
13;103;16.69
13;148;83.24
13;215;23.78
13;226;60.47
13;231;64.84
13;248;77.48
13;265;91.52
13;276;57.94
13;316;88.71
13;355;44.51
13;357;67.78
13;404;12.52
13;421;65.07
13;438;57.36
13;484;2.65
14;11;12.14
14;23;46.08
14;28;8.29
14;92;54.56
14;203;86.13
14;324;81.70
14;452;15.98
14;480;10.21
15;76;24.80
15;105;79.47
15;153;97.65
15;173;13.36
15;220;32.01
15;255;84.69
15;268;66.11
15;295;41.97
15;426;65.06
15;428;16.29
15;467;35.35
16;32;69.54
16;63;47.84
16;128;73.81
16;213;66.57
16;281;91.56
16;354;47.76
16;365;22.35
16;388;96.93
16;440;76.40
16;469;79.92
17;88;27.02
17;298;52.11
17;379;68.49
17;403;65.65
17;457;64.06
17;473;70.51
18;98;10.55
18;130;15.67
18;148;56.39
18;174;91.74
18;202;78.44
18;301;76.30
18;302;49.81
18;385;52.38
18;423;36.02
18;438;51.71
18;463;26.81
19;36;37.87
19;55;50.56
19;69;73.19
19;215;52.80
19;233;10.72
19;280;94.90
19;285;4.50
19;354;5.67
19;412;74.10
19;474;8.69
19;480;61.40
20;41;62.75
20;47;88.78
20;52;91.35
20;65;31.34
20;74;2.44
20;83;10.83
20;108;51.43
20;162;44.91
20;179;7.77
20;311;37.25
20;371;84.85
20;379;48.78
20;431;51.65
20;446;56.17
20;477;69.14
21;39;11.23
