source;target;label
0;210;91.81
1;89;36.77
1;349;16.08
2;105;1.17
3;407;34.23
3;185;11.79
4;495;68.67
5;470;13.58
6;462;41.81
6;229;9.58
7;183;62.54
7;199;36.40
8;404;47.71
9;154;60.07
9;252;5.25
10;33;59.00
10;285;27.09
11;498;96.38
11;225;79.74
12;392;66.43
12;350;14.44
12;486;5.31
13;23;45.47
13;99;44.18
13;132;33.28
14;164;30.20
14;396;5.31
15;210;61.71
15;403;49.18
16;370;49.89
17;91;32.35
17;201;6.22
18;210;67.79
19;277;42.25
19;477;14.49
20;151;62.21
20;66;11.91
20;459;11.33
20;61;6.76
21;87;36.05
21;320;20.93
22;466;45.74
22;231;21.27
23;13;45.47
23;45;3.90
24;207;49.21
24;288;12.83
25;28;88.04
26;413;75.59
27;183;67.60
27;434;64.87
28;25;88.04
28;67;17.66
29;477;49.00
29;419;5.78
30;157;92.72
31;394;55.69
31;339;49.94
31;317;15.81
32;71;20.26
32;227;16.77
33;10;59.00
33;47;33.08
33;244;18.28
34;94;79.22
35;393;16.03
36;253;49.86
36;277;46.22
36;64;7.90
37;204;26.08
37;208;17.01
38;273;45.12
38;361;40.24
38;186;3.96
39;191;21.01
39;226;2.55
40;243;36.63
40;236;15.66
40;192;7.38
41;150;53.12
41;317;33.93
42;393;48.21
43;77;79.21
43;297;1.37
44;414;83.60
44;307;48.15
44;261;39.51
45;23;3.90
46;281;24.27
46;105;24.49
46;112;5.65
47;33;33.08
48;440;12.39
49;52;17.95
50;297;30.72
50;123;29.31
51;154;46.76
52;435;24.24
52;49;17.95
53;273;42.30
53;85;25.39
54;82;47.59
54;264;11.07
55;221;57.20
56;179;63.31
57;170;39.89
58;224;50.05
58;161;41.87
59;93;90.53
59;100;36.28
59;376;3.84
59;176;1.39
60;477;21.68
60;467;21.55
60;302;12.10
61;20;6.76
63;405;63.79
63;125;48.92
64;92;59.50
64;36;7.90
65;246;74.49
65;260;17.09
66;20;11.91
66;352;7.65
67;262;52.34
67;113;43.47
67;487;34.56
67;28;17.66
68;432;21.65
69;453;38.72
69;192;6.42
70;307;37.64
71;316;26.21
71;32;20.26
72;215;99.79
72;376;48.35
72;135;13.40
73;381;87.43
74;218;82.64
75;266;21.44
75;128;20.88
76;496;45.61
77;43;79.21
78;318;49.49
79;327;77.56
79;276;37.38
79;271;9.92
80;253;31.32
80;150;25.30
80;235;7.06
81;190;8.84
81;391;5.48
82;54;47.59
82;490;32.33
83;329;40.32
84;455;49.98
85;173;64.50
85;134;45.54
85;53;25.39
85;131;24.23
86;471;38.89
86;248;30.24
87;135;43.60
87;21;36.05
87;448;33.72
88;344;57.69
88;153;52.91
89;289;41.98
89;1;36.77
89;279;5.23
90;334;33.56
90;259;32.51
91;17;32.35
91;200;9.89
91;152;8.25
92;64;59.50
93;59;90.53
94;311;80.71
94;34;79.22
95;144;91.62
96;249;73.45
97;183;4.93
99;13;44.18
99;321;35.03
100;59;36.28
100;226;21.66
102;454;33.94
102;466;22.98
103;390;49.66
103;275;20.91
104;370;55.46
105;181;78.13
105;139;58.08
105;337;27.33
105;46;24.49
105;2;1.17
106;454;8.02
107;279;28.87
107;395;15.21
108;374;42.73
109;283;46.49
110;300;12.03
111;275;79.31
112;46;5.65
113;67;43.47
114;341;60.75
115;405;58.13
116;454;43.28
116;349;14.22
117;164;36.48
117;324;13.18
118;307;86.60
119;455;26.95
119;121;8.07
120;293;41.83
120;386;3.51
121;398;55.84
121;271;36.27
121;228;19.91
121;119;8.07
122;138;37.14
122;322;24.92
122;234;22.12
123;50;29.31
124;255;55.21
124;395;34.47
124;365;26.08
125;219;67.59
125;63;48.92
125;461;14.31
126;131;36.53
126;263;29.65
127;228;38.99
128;443;60.84
128;420;31.12
128;75;20.88
129;183;35.09
129;287;23.53
130;481;47.02
131;126;36.53
131;85;24.23
132;13;33.28
132;465;5.02
133;297;63.30
133;301;61.87
133;483;49.05
133;410;28.75
134;85;45.54
135;87;43.60
135;472;38.60
135;230;18.37
135;72;13.40
136;450;21.31
137;400;55.26
137;442;38.80
138;122;37.14
139;105;58.08
139;375;43.26
140;453;31.03
140;390;29.13
141;390;26.35
141;239;14.60
142;482;38.04
142;484;18.71
143;380;91.95
144;95;91.62
145;345;53.64
145;209;3.37
146;326;25.20
147;483;35.34
148;298;67.58
149;198;69.59
150;41;53.12
150;80;25.30
150;474;19.16
150;360;8.90
151;20;62.21
152;171;28.83
152;91;8.25
153;88;52.91
154;9;60.07
154;51;46.76
154;165;41.46
154;429;21.43
155;431;69.23
157;30;92.72
157;334;4.96
158;436;60.06
158;306;26.15
158;452;24.60
158;404;9.57
159;455;64.12
159;182;22.00
160;294;38.26
160;307;32.84
160;280;23.53
160;237;2.89
161;58;41.87
161;194;12.68
162;230;38.13
162;282;36.91
162;353;17.15
164;117;36.48
164;14;30.20
164;413;23.95
164;483;3.14
165;154;41.46
166;433;70.99
166;303;62.75
166;426;53.11
166;319;42.08
166;408;25.76
167;293;18.67
167;450;6.77
168;199;60.76
168;475;16.89
170;57;39.89
170;472;5.46
171;152;28.83
171;318;18.00
172;188;93.22
173;85;64.50
173;468;14.38
174;454;17.95
175;203;9.78
176;59;1.39
177;220;60.42
177;368;30.80
177;422;14.58
178;298;53.34
178;418;46.06
178;197;6.77
179;469;90.98
179;56;63.31
179;192;40.17
179;486;31.59
180;264;26.73
181;105;78.13
181;384;73.95
182;159;22.00
183;27;67.60
183;272;64.51
183;7;62.54
183;331;44.74
183;129;35.09
183;97;4.93
184;251;1.13
185;3;11.79
186;401;87.20
186;485;19.09
186;38;3.96
187;276;22.55
188;172;93.22
188;309;46.67
188;254;22.11
189;411;25.27
190;336;35.93
190;81;8.84
191;388;27.56
191;39;21.01
191;405;4.11
192;179;40.17
192;40;7.38
192;69;6.42
194;459;40.66
194;161;12.68
195;467;64.82
195;407;63.09
196;299;67.07
196;376;38.45
196;285;34.31
196;271;14.12
196;288;3.94
197;178;6.77
198;487;81.96
198;149;69.59
199;168;60.76
199;7;36.40
200;91;9.89
201;347;51.63
201;254;13.22
201;17;6.22
202;308;77.91
203;363;57.36
203;234;17.34
203;175;9.78
204;390;47.40
204;37;26.08
205;330;6.01
206;234;20.07
207;24;49.21
208;37;17.01
209;145;3.37
210;0;91.81
210;18;67.79
210;15;61.71
211;234;3.03
212;229;18.33
214;229;28.35
214;454;2.78
215;72;99.79
216;288;87.36
217;346;71.63
217;328;42.89
217;409;37.73
218;74;82.64
218;469;59.20
219;125;67.59
220;177;60.42
220;319;22.74
221;233;79.02
221;55;57.20
221;335;51.13
223;345;47.51
224;58;50.05
225;11;79.74
225;359;77.51
226;100;21.66
226;39;2.55
227;372;21.13
227;32;16.77
228;127;38.99
228;121;19.91
229;491;49.22
229;214;28.35
229;212;18.33
229;6;9.58
230;162;38.13
230;135;18.37
231;22;21.27
232;285;71.15
232;338;51.97
233;221;79.02
233;478;45.02
234;447;65.33
234;122;22.12
234;206;20.07
234;203;17.34
234;211;3.03
235;249;58.13
235;80;7.06
236;40;15.66
237;258;25.06
237;366;20.19
237;487;17.44
237;240;7.37
237;160;2.89
238;420;1.59
239;431;32.49
239;141;14.60
240;271;22.25
240;237;7.37
242;435;26.97
243;40;36.63
244;33;18.28
245;333;50.97
246;65;74.49
246;444;7.27
247;481;61.27
247;254;51.77
247;438;33.66
248;473;88.45
248;431;70.57
248;86;30.24
249;96;73.45
249;235;58.13
250;343;50.44
251;305;23.95
251;427;11.13
251;184;1.13
252;9;5.25
253;36;49.86
253;80;31.32
253;296;23.59
254;247;51.77
254;188;22.11
254;201;13.22
254;425;10.60
255;124;55.21
256;281;32.43
256;336;32.60
257;364;14.87
258;237;25.06
259;373;39.78
259;90;32.51
259;295;5.71
260;368;25.05
260;65;17.09
261;44;39.51
262;383;64.06
262;67;52.34
262;418;1.45
263;126;29.65
264;289;49.22
264;180;26.73
264;54;11.07
265;431;23.67
266;269;40.45
266;75;21.44
267;460;89.30
268;482;34.88
268;451;30.02
268;295;17.45
269;266;40.45
270;413;45.63
270;365;43.44
270;315;18.02
271;121;36.27
271;240;22.25
271;196;14.12
271;79;9.92
272;341;69.88
272;183;64.51
273;38;45.12
273;53;42.30
274;351;45.83
274;286;29.03
274;364;8.89
275;111;79.31
275;103;20.91
276;437;68.17
276;79;37.38
276;450;28.81
276;187;22.55
277;311;56.40
277;36;46.22
277;19;42.25
277;283;1.90
278;360;30.10
279;107;28.87
279;89;5.23
280;420;24.16
280;160;23.53
281;329;51.31
281;256;32.43
281;46;24.27
281;446;10.36
282;162;36.91
282;399;5.73
283;109;46.49
283;277;1.90
284;496;96.46
285;232;71.15
285;196;34.31
285;10;27.09
285;312;16.82
286;450;41.83
286;274;29.03
286;356;7.60
287;129;23.53
288;216;87.36
288;425;47.69
288;24;12.83
288;196;3.94
289;264;49.22
289;89;41.98
290;354;61.43
291;408;54.95
292;465;94.88
293;340;42.50
293;120;41.83
293;167;18.67
294;160;38.26
295;268;17.45
