source;target;label
0;20;32.52
0;22;89.26
0;9;57.46
0;2;64.68
0;17;91.35
0;6;14.24
1;22;19.99
1;17;13.30
1;21;65.81
1;26;50.73
1;6;31.03
1;9;15.46
1;24;54.20
1;27;6.31
1;12;12.34
1;20;51.39
2;18;11.11
2;19;20.98
2;25;84.10
2;6;84.26
2;14;10.49
2;28;41.57
2;16;16.16
2;20;95.58
2;0;64.68
2;24;62.10
2;4;59.44
3;24;35.37
3;20;66.32
3;21;86.49
4;7;57.05
4;16;76.42
4;18;84.07
4;20;48.41
4;13;70.99
4;25;97.94
4;2;59.44
5;18;73.30
5;16;65.52
5;7;1.88
5;27;90.01
5;29;48.21
6;14;34.88
6;15;88.83
6;20;14.63
6;2;84.26
6;23;8.77
6;1;31.03
6;0;14.24
6;8;78.90
7;19;40.12
7;5;1.88
7;4;57.05
7;28;86.03
7;18;17.00
7;11;44.58
7;22;79.42
8;17;36.79
8;15;55.04
8;25;51.06
8;29;94.20
8;12;10.56
8;24;76.76
8;11;5.10
8;6;78.90
8;26;23.97
9;11;29.92
9;0;57.46
9;1;15.46
9;28;54.71
9;10;4.48
9;24;62.58
9;23;52.24
10;11;93.33
10;9;4.48
10;29;68.13
10;23;5.93
10;27;40.48
11;10;93.33
11;9;29.92
11;22;5.47
11;28;73.88
11;29;87.73
11;7;44.58
11;8;5.10
12;25;66.22
12;29;1.04
12;24;73.89
12;8;10.56
12;1;12.34
12;19;71.34
13;29;1.35
13;14;96.16
13;4;70.99
13;20;42.40
14;6;34.88
14;19;5.79
14;2;10.49
14;24;46.23
14;13;96.16
15;8;55.04
15;19;69.66
15;16;56.43
15;6;88.83
15;21;95.99
15;28;34.26
16;15;56.43
16;5;65.52
16;2;16.16
16;27;89.40
16;4;76.42
16;28;62.21
16;25;20.17
17;8;36.79
17;1;13.30
17;27;18.39
17;0;91.35
18;2;11.11
18;5;73.30
18;23;42.01
18;4;84.07
18;7;17.00
18;24;7.01
19;22;1.77
19;2;20.98
19;15;69.66
19;14;5.79
19;7;40.12
19;25;63.10
19;12;71.34
20;21;37.73
20;6;14.63
20;0;32.52
20;2;95.58
20;28;46.78
20;4;48.41
20;3;66.32
20;13;42.40
20;1;51.39
21;20;37.73
21;27;36.59
21;15;95.99
21;1;65.81
21;24;44.72
21;25;49.99
21;22;64.09
21;3;86.49
22;1;19.99
22;19;1.77
22;0;89.26
22;11;5.47
22;21;64.09
22;27;42.76
22;7;79.42
23;18;42.01
23;6;8.77
23;10;5.93
23;9;52.24
24;14;46.23
24;3;35.37
24;21;44.72
24;12;73.89
24;1;54.20
24;2;62.10
24;27;62.73
24;18;7.01
24;8;76.76
24;9;62.58
25;2;84.10
25;8;51.06
25;12;66.22
25;21;49.99
25;19;63.10
25;4;97.94
25;29;17.86
25;16;20.17
26;1;50.73
26;8;23.97
27;21;36.59
27;17;18.39
27;16;89.40
27;1;6.31
27;5;90.01
27;24;62.73
27;10;40.48
27;22;42.76
28;2;41.57
28;7;86.03
28;9;54.71
28;20;46.78
28;15;34.26
28;11;73.88
28;16;62.21
29;13;1.35
29;12;1.04
29;8;94.20
29;10;68.13
29;11;87.73
29;25;17.86
29;5;48.21
