source;target;label
0;340;5.87
0;115;3.02
0;154;2.06
0;99;1.90
1;184;5.24
1;451;3.79
2;69;3.04
3;422;3.99
3;466;1.84
4;271;7.81
5;342;3.55
5;282;1.95
6;162;2.14
6;479;2.04
6;366;1.03
7;432;1.03
8;205;4.67
9;238;1.77
10;285;2.23
11;42;4.40
11;80;3.17
12;404;4.88
13;375;3.11
14;208;2.01
14;391;1.26
15;72;7.78
16;172;1.39
17;323;2.73
17;445;2.19
17;324;1.05
17;479;1.52
18;418;6.23
18;201;3.51
18;393;3.64
18;178;2.74
18;200;2.84
18;19;1.24
19;28;2.38
19;467;2.91
19;18;1.24
20;131;7.20
20;124;1.66
21;396;5.27
22;52;5.70
22;133;4.96
23;71;3.63
24;226;2.33
24;494;1.67
25;107;2.26
25;269;2.42
26;168;4.61
27;387;1.92
27;498;1.73
28;281;3.12
28;19;2.38
29;38;4.76
30;369;3.05
30;137;2.17
30;189;1.15
31;390;8.68
32;428;1.29
33;334;6.18
34;449;9.68
35;461;6.82
35;258;4.71
35;177;3.12
35;51;2.62
35;152;2.27
36;293;3.86
36;481;1.74
37;170;1.15
37;364;1.70
38;29;4.76
38;321;3.93
38;117;2.50
38;252;1.65
38;465;1.13
39;338;1.38
40;347;2.96
41;133;1.06
42;11;4.40
43;187;1.08
44;334;3.53
44;375;3.48
44;424;2.72
45;351;3.62
45;397;2.69
45;143;1.72
46;405;2.17
46;305;1.01
47;431;4.46
47;331;3.18
48;186;2.79
49;360;8.50
49;283;3.17
49;463;3.92
49;259;2.52
50;393;2.66
51;459;3.39
51;35;2.62
51;153;1.28
52;22;5.70
53;176;1.92
54;263;3.59
54;101;1.34
55;119;1.78
56;298;6.69
57;162;1.19
57;382;1.06
57;394;1.79
58;380;3.08
58;181;2.80
58;343;2.18
58;358;1.76
59;350;1.09
60;235;3.28
60;379;1.48
60;487;1.75
61;278;3.16
61;334;3.96
61;446;2.42
61;140;1.87
61;276;1.04
62;475;2.28
63;337;1.49
63;432;1.56
64;401;4.10
65;314;5.97
66;178;2.22
67;241;6.24
67;208;3.36
67;132;2.81
68;90;5.97
68;99;4.90
69;126;4.87
69;2;3.04
70;483;1.10
71;494;5.11
71;23;3.63
72;15;7.78
72;476;3.43
73;245;2.79
74;226;3.30
74;470;2.16
75;401;4.48
76;468;1.48
77;182;2.21
77;78;1.63
77;141;1.90
78;85;2.82
78;77;1.63
78;158;1.90
79;285;3.32
79;377;3.30
79;399;3.20
79;194;1.64
80;11;3.17
80;118;1.73
81;245;2.99
81;458;1.20
82;396;5.51
83;385;3.66
84;109;3.96
84;131;1.77
85;78;2.82
86;329;3.76
87;148;2.22
88;259;4.82
88;307;3.71
89;413;3.18
90;68;5.97
91;218;3.40
92;481;7.89
93;468;3.67
93;224;1.28
93;255;1.83
94;152;4.32
95;278;5.82
96;329;1.20
97;299;16.69
97;336;3.05
98;197;2.50
99;68;4.90
99;261;2.71
99;0;1.90
99;168;1.11
99;453;1.05
100;440;2.26
101;341;3.73
101;138;2.28
101;327;2.32
101;54;1.34
101;459;1.45
102;110;4.05
102;257;2.84
103;156;5.70
103;443;1.77
104;256;2.76
105;207;2.84
105;330;2.00
106;154;1.49
107;197;3.04
107;25;2.26
108;293;3.14
108;180;1.89
109;84;3.96
109;189;1.12
110;102;4.05
110;226;1.66
111;269;2.50
112;422;3.42
112;259;2.40
113;237;2.01
114;303;9.26
114;401;3.80
115;0;3.02
115;326;3.60
116;171;2.55
116;444;1.49
117;236;3.46
117;38;2.50
117;474;2.61
118;138;2.59
118;381;2.73
118;80;1.73
119;147;4.39
119;55;1.78
120;473;4.18
121;177;1.76
122;408;5.03
122;341;1.75
123;396;6.93
124;20;1.66
125;162;2.68
126;69;4.87
126;152;4.58
127;472;4.13
127;185;2.33
128;300;5.25
128;430;4.11
128;163;1.86
129;389;2.35
129;196;1.38
129;352;1.73
130;198;1.26
130;441;1.70
131;20;7.20
131;84;1.77
132;67;2.81
133;22;4.96
133;462;4.70
133;472;3.74
133;41;1.06
134;225;5.13
135;405;2.43
136;217;3.39
137;30;2.17
137;298;1.91
138;232;3.27
138;101;2.28
138;118;2.59
139;145;2.50
139;228;2.57
