source;target;label
0;2;18.51
0;3;15.10
0;8;35.95
0;15;28.11
0;21;72.49
0;26;93.25
0;32;18.84
0;34;54.04
0;40;13.29
0;41;98.18
0;46;84.82
0;47;21.16
0;49;51.85
0;56;86.93
0;59;6.39
0;65;85.63
0;69;19.84
0;72;23.64
0;76;6.42
0;79;77.60
0;95;47.13
1;15;34.14
1;16;81.19
1;20;85.43
1;21;68.86
1;22;49.96
1;37;80.30
1;38;38.44
1;43;79.24
1;45;83.69
1;49;69.49
1;57;41.07
1;61;29.83
1;72;21.96
1;80;40.21
1;85;2.91
1;89;79.63
1;91;23.92
1;93;86.50
1;94;41.94
2;0;18.51
2;14;64.09
2;17;15.16
2;24;66.55
2;33;81.68
2;34;50.72
2;36;11.29
2;38;64.90
2;48;32.13
2;82;20.58
2;92;52.44
2;94;64.87
2;98;52.43
3;0;15.10
3;7;48.15
3;8;30.54
3;9;87.81
3;12;47.56
3;16;31.08
3;20;20.72
3;21;85.02
3;28;61.53
3;29;46.66
3;31;11.32
3;33;8.90
3;34;70.86
3;50;15.75
3;53;46.45
3;60;38.40
3;65;80.24
3;67;96.22
3;69;68.05
3;76;10.68
3;77;89.19
3;91;13.78
3;95;16.20
3;97;2.66
4;5;52.38
4;7;48.32
4;8;94.75
4;12;61.89
4;19;75.52
4;20;94.94
4;28;81.70
4;30;94.10
4;38;89.66
4;39;79.36
4;43;63.54
4;44;58.97
4;45;76.72
4;48;68.36
4;53;88.10
4;56;69.28
4;72;94.55
4;85;1.87
4;99;61.06
5;4;52.38
5;6;31.79
5;8;61.57
5;10;95.59
5;18;67.43
5;23;78.39
5;32;48.48
5;35;51.69
5;39;21.00
5;41;36.75
5;42;74.83
5;44;10.74
5;47;96.69
5;51;3.65
5;64;97.54
5;67;31.76
5;70;68.40
5;88;67.47
5;89;61.64
5;93;87.17
5;96;32.51
5;97;12.15
6;5;31.79
6;9;73.44
6;10;1.30
6;11;53.60
6;12;58.59
6;13;3.78
6;14;60.14
6;16;76.92
6;41;72.36
6;48;88.09
6;51;4.80
6;62;27.67
6;72;86.27
6;75;99.38
6;85;24.77
6;88;76.50
6;92;95.53
6;94;85.61
6;98;11.60
7;3;48.15
7;4;48.32
7;9;81.46
7;17;13.01
7;27;82.44
7;29;60.00
7;30;38.09
7;36;5.90
7;37;90.42
7;39;66.76
7;44;24.11
7;47;77.48
7;50;94.23
7;57;57.30
7;63;44.37
7;65;28.11
7;75;12.38
7;76;15.03
7;86;25.38
7;88;75.87
7;89;63.47
7;93;98.91
7;94;62.31
7;97;26.82
7;98;18.02
8;0;35.95
8;3;30.54
8;4;94.75
8;5;61.57
8;9;7.27
8;11;76.43
8;16;32.19
8;23;71.30
8;25;85.61
8;31;61.21
8;33;45.28
8;34;13.14
8;37;47.53
8;41;10.67
8;49;67.37
8;51;13.71
8;66;21.79
8;69;41.56
8;71;4.15
8;72;99.62
8;76;12.26
8;81;64.09
8;84;28.07
8;86;92.89
8;88;48.71
8;90;8.41
8;92;89.64
8;94;48.20
8;96;25.53
8;97;15.74
8;99;38.45
9;3;87.81
9;6;73.44
9;7;81.46
9;8;7.27
9;15;44.06
9;20;86.50
9;22;49.08
9;24;76.31
9;36;43.67
9;38;92.68
9;39;45.91
9;42;84.67
9;48;59.66
9;49;58.81
9;50;60.03
9;58;39.89
9;62;68.65
9;65;17.93
9;73;94.38
9;75;63.67
9;76;76.28
9;77;91.04
9;78;90.60
9;83;88.87
9;84;54.21
9;86;87.26
9;88;78.21
9;96;20.21
9;97;6.44
9;98;7.05
10;5;95.59
10;6;1.30
10;12;95.51
10;23;90.47
10;41;17.06
10;61;92.14
10;66;78.33
10;68;22.19
10;72;43.59
10;78;75.07
10;90;67.99
10;92;44.49
10;98;34.00
10;99;47.99
11;6;53.60
11;8;76.43
11;25;95.64
11;28;45.70
11;29;31.52
11;38;42.66
11;40;57.88
11;56;68.15
11;61;31.50
11;64;9.23
11;68;59.45
11;71;85.44
11;73;75.87
11;76;26.68
11;83;20.25
12;3;47.56
12;4;61.89
12;6;58.59
12;10;95.51
12;15;75.30
12;20;6.25
12;27;16.10
12;31;25.81
12;32;56.25
12;34;84.05
12;39;48.60
12;44;12.37
12;45;14.66
12;51;73.20
12;63;46.43
12;64;47.02
12;74;42.43
12;76;11.79
12;78;5.71
12;82;22.85
12;83;68.67
12;87;31.28
13;6;3.78
13;16;70.90
13;18;34.66
13;23;94.64
13;29;5.60
13;35;57.07
13;36;49.16
13;38;48.55
13;44;70.58
13;46;92.77
13;51;57.80
13;52;37.64
13;54;20.90
13;71;93.18
13;84;16.62
13;88;79.57
13;89;26.62
13;90;9.40
13;92;34.96
14;2;64.09
14;6;60.14
14;17;16.99
14;19;62.48
14;20;14.99
14;22;12.05
14;27;26.21
14;28;1.79
14;35;3.85
14;38;95.95
14;41;72.89
14;52;40.31
14;56;46.23
14;65;58.84
14;67;95.35
14;74;67.33
14;77;84.90
14;87;70.54
14;92;49.66
14;93;27.57
15;0;28.11
15;1;34.14
15;9;44.06
15;12;75.30
15;19;9.16
15;23;72.89
15;27;3.50
15;44;36.30
15;48;40.57
15;51;93.67
15;53;42.31
15;57;72.33
15;66;56.58
15;70;53.79
15;83;76.63
15;84;59.24
15;99;52.56
16;1;81.19
16;3;31.08
16;6;76.92
16;8;32.19
16;13;70.90
16;27;57.04
16;29;96.96
16;30;18.69
16;33;67.58
16;35;98.89
16;44;79.37
16;57;91.12
16;58;29.61
16;60;3.91
16;64;87.66
16;86;39.27
16;87;85.49
17;2;15.16
17;7;13.01
17;14;16.99
17;22;40.12
17;28;59.70
17;33;32.10
17;50;55.36
17;55;88.73
17;61;92.12
17;62;69.69
17;63;98.26
17;83;47.79
17;86;18.79
17;88;78.89
17;90;53.07
18;5;67.43
18;13;34.66
18;20;4.37
18;31;67.83
18;38;76.92
18;39;42.32
18;40;82.88
18;41;4.36
18;42;28.78
18;53;91.88
18;59;74.17
18;65;90.27
18;67;35.42
18;89;15.38
19;4;75.52
19;14;62.48
19;15;9.16
19;24;98.78
19;27;38.47
19;28;23.49
19;31;75.27
19;37;77.99
19;39;69.74
19;43;31.27
19;44;43.97
19;48;87.74
19;50;22.31
19;53;73.19
19;55;82.54
19;59;20.39
19;62;76.68
19;70;69.97
19;75;9.48
19;76;34.67
19;77;16.88
19;78;37.40
19;87;1.54
19;92;85.69
19;94;86.24
19;97;63.62
20;1;85.43
20;3;20.72
20;4;94.94
20;9;86.50
20;12;6.25
20;14;14.99
20;18;4.37
20;21;8.89
20;33;53.99
20;35;30.04
20;39;23.34
20;40;40.31
20;42;17.65
20;61;33.95
20;64;50.80
20;65;94.44
20;75;11.65
20;96;14.70
20;97;24.04
21;0;72.49
21;1;68.86
21;3;85.02
21;20;8.89
21;24;35.59
