source;target;label
0;32;7.43
1;26;1.13
1;99;2.15
2;22;3.14
3;65;24.00
4;10;1.28
4;15;3.89
4;87;7.84
5;75;12.39
6;65;5.69
7;31;6.71
7;50;10.32
8;13;2.10
8;96;4.12
9;39;1.19
10;4;1.28
10;35;2.16
11;35;2.68
11;88;2.84
11;55;22.67
12;49;4.03
12;39;5.75
12;31;9.86
13;76;1.09
13;8;2.10
13;83;4.27
14;93;10.19
15;91;1.39
15;4;3.89
15;26;3.56
15;45;3.84
15;46;6.00
16;80;4.44
16;21;10.42
17;65;6.63
18;59;10.01
19;44;4.16
19;30;6.61
19;20;7.19
20;19;7.19
21;16;10.42
22;2;3.14
22;60;3.94
22;69;3.61
23;52;5.33
24;43;2.09
24;40;7.11
25;65;12.95
26;1;1.13
26;60;2.79
26;15;3.56
26;89;7.22
27;36;12.33
28;75;2.36
29;73;8.16
30;19;6.61
31;68;3.05
31;7;6.71
31;92;6.13
31;12;9.86
32;76;4.39
32;0;7.43
33;84;3.06
34;97;2.50
35;68;1.54
35;10;2.16
35;11;2.68
35;79;5.49
36;89;2.79
36;27;12.33
37;87;3.26
37;98;6.30
37;58;10.49
37;41;12.59
38;68;6.32
38;95;11.72
39;9;1.19
39;12;5.75
40;24;7.11
40;61;7.51
41;37;12.59
42;70;6.23
42;66;7.08
43;24;2.09
43;94;2.38
44;60;2.30
44;19;4.16
45;15;3.84
45;85;19.88
46;73;3.77
46;15;6.00
46;52;7.15
47;64;4.06
47;51;5.75
47;57;12.59
48;98;3.00
49;12;4.03
49;74;9.37
50;7;10.32
51;52;2.29
51;47;5.75
52;51;2.29
52;23;5.33
52;93;5.55
52;46;7.15
53;97;7.29
54;64;4.34
55;11;22.67
56;86;4.95
56;84;5.09
57;47;12.59
58;37;10.49
59;73;7.50
59;18;10.01
59;62;11.03
60;26;2.79
60;44;2.30
60;22;3.94
61;40;7.51
62;59;11.03
63;75;15.56
64;47;4.06
64;54;4.34
65;77;1.53
65;74;2.60
65;6;5.69
65;17;6.63
65;72;6.29
65;25;12.95
65;3;24.00
66;42;7.08
66;94;7.61
66;82;8.41
67;95;3.69
68;35;1.54
68;81;2.63
68;31;3.05
68;38;6.32
69;22;3.61
70;42;6.23
71;73;2.48
71;80;5.14
72;65;6.29
73;71;2.48
73;46;3.77
73;59;7.50
73;29;8.16
74;65;2.60
74;49;9.37
75;28;2.36
75;79;3.44
75;5;12.39
75;63;15.56
76;13;1.09
76;84;1.15
76;32;4.39
76;94;4.53
77;65;1.53
77;78;12.74
78;77;12.74
79;75;3.44
79;35;5.49
80;16;4.44
80;71;5.14
81;68;2.63
82;66;8.41
83;13;4.27
84;76;1.15
84;33;3.06
84;56;5.09
85;45;19.88
86;56;4.95
87;37;3.26
87;4;7.84
88;11;2.84
89;36;2.79
89;26;7.22
90;93;2.89
90;97;3.42
91;15;1.39
92;31;6.13
93;90;2.89
93;96;2.42
93;52;5.55
93;14;10.19
94;43;2.38
94;76;4.53
94;66;7.61
95;67;3.69
95;38;11.72
96;93;2.42
96;8;4.12
97;34;2.50
97;90;3.42
97;53;7.29
98;48;3.00
98;37;6.30
99;1;2.15
