source;target;label
0;5;8.89
0;2;15.54
1;5;6.34
1;3;9.47
2;13;3.97
2;4;12.26
2;0;15.54
3;1;9.47
4;2;12.26
4;6;15.38
5;1;6.34
5;0;8.89
5;12;19.54
6;7;8.16
6;4;15.38
7;6;8.16
7;9;8.81
8;13;10.13
9;14;7.82
9;7;8.81
10;13;3.22
11;14;4.69
12;5;19.54
13;2;3.97
13;10;3.22
13;8;10.13
14;11;4.69
14;16;5.80
14;9;7.82
15;17;7.79
15;16;12.76
15;22;12.06
16;14;5.80
16;19;8.40
16;15;12.76
17;15;7.79
18;22;2.66
18;24;16.58
19;16;8.40
19;25;19.87
20;23;5.40
21;24;42.83
22;18;2.66
22;15;12.06
23;20;5.40
23;25;7.24
23;26;24.37
24;18;16.58
24;21;42.83
25;23;7.24
25;28;13.45
25;19;19.87
25;27;21.20
26;23;24.37
27;25;21.20
28;29;1.45
28;25;13.45
29;28;1.45
