source;target;label
0;3;94.65
0;4;90.88
0;5;99.65
0;9;39.71
0;10;84.58
0;11;43.13
0;13;14.08
0;15;98.73
0;16;20.42
0;17;14.02
0;19;20.99
0;20;99.41
0;21;58.66
0;22;73.30
1;7;55.93
1;12;31.68
1;14;63.00
1;18;97.40
1;24;51.02
1;26;84.59
2;13;56.15
2;15;2.80
2;16;99.41
2;17;63.71
2;18;99.84
2;19;46.28
2;21;31.87
2;22;97.80
2;23;95.53
2;24;72.25
2;25;42.02
2;27;26.76
2;28;20.17
3;0;94.65
3;5;65.10
3;9;50.92
3;10;63.60
3;13;28.96
3;15;91.07
3;16;91.58
3;17;10.06
3;19;42.04
3;20;99.84
3;22;72.61
3;29;58.24
4;0;90.88
4;6;31.85
4;7;64.49
4;9;40.99
4;10;58.47
4;11;57.00
4;12;26.19
4;14;91.04
4;15;74.94
4;16;55.79
4;17;88.09
4;18;49.42
4;19;99.91
4;20;97.95
4;21;91.86
4;22;9.14
4;24;56.25
4;28;77.74
4;29;38.62
5;0;99.65
5;3;65.10
5;9;43.54
5;13;9.20
5;15;43.24
5;16;20.57
5;19;10.07
5;20;2.06
5;22;25.57
6;4;31.85
6;7;24.86
6;8;34.03
6;9;46.85
6;10;4.24
6;11;9.77
6;12;9.39
6;15;14.54
6;17;50.26
6;18;95.16
6;20;85.36
6;21;5.86
6;22;30.30
6;29;52.17
7;1;55.93
7;4;64.49
7;6;24.86
7;8;45.60
7;9;58.35
7;10;39.95
7;11;85.08
7;12;67.68
7;14;7.31
7;15;85.76
7;17;47.59
7;18;23.88
7;20;25.94
7;21;2.88
7;22;95.93
7;24;41.43
7;26;40.29
8;6;34.03
8;7;45.60
8;9;12.34
8;10;88.30
8;11;56.19
8;12;90.00
8;20;66.53
8;29;25.21
9;0;39.71
9;3;50.92
9;4;40.99
9;5;43.54
9;6;46.85
9;7;58.35
9;8;12.34
9;10;9.15
9;11;85.59
9;12;1.85
9;15;89.38
9;16;7.78
9;17;21.95
9;18;44.04
9;19;73.67
9;20;15.00
9;21;88.63
9;22;80.26
9;29;73.21
10;0;84.58
10;3;63.60
10;4;58.47
10;6;4.24
10;7;39.95
10;8;88.30
10;9;9.15
10;11;51.79
10;12;81.97
10;15;36.62
10;16;58.27
10;17;38.76
10;18;60.96
10;19;24.39
10;20;36.01
10;21;94.54
10;22;55.90
10;29;85.78
11;0;43.13
11;4;57.00
11;6;9.77
11;7;85.08
11;8;56.19
11;9;85.59
11;10;51.79
11;12;6.45
11;14;23.28
11;15;74.92
11;16;26.98
11;17;87.90
11;18;84.45
11;20;63.43
11;21;41.14
11;22;88.48
11;24;54.36
11;29;86.06
12;1;31.68
12;4;26.19
12;6;9.39
12;7;67.68
12;8;90.00
12;9;1.85
12;10;81.97
12;11;6.45
12;14;65.98
12;15;70.43
12;17;7.39
12;18;12.71
12;20;61.63
12;21;39.48
12;22;58.18
12;24;98.97
12;29;38.11
13;0;14.08
13;2;56.15
13;3;28.96
13;5;9.20
13;15;24.55
13;16;40.52
13;19;11.19
13;21;35.19
13;22;11.85
13;23;51.60
13;25;81.99
13;28;78.61
14;1;63.00
14;4;91.04
14;7;7.31
14;11;23.28
14;12;65.98
14;18;57.83
14;21;30.73
14;24;81.57
14;26;81.56
15;0;98.73
15;2;2.80
15;3;91.07
15;4;74.94
15;5;43.24
15;6;14.54
15;7;85.76
15;9;89.38
15;10;36.62
15;11;74.92
15;12;70.43
15;13;24.55
15;16;47.73
15;17;45.41
15;18;87.45
15;19;3.81
15;20;8.30
15;21;76.60
15;22;21.94
15;28;23.63
16;0;20.42
16;2;99.41
16;3;91.58
16;4;55.79
16;5;20.57
16;9;7.78
16;10;58.27
16;11;26.98
16;13;40.52
16;15;47.73
16;17;67.28
16;18;32.29
