source;target;label
0;17;14.02
1;12;31.68
2;15;2.80
3;17;10.06
4;22;9.14
5;13;9.20
5;20;2.06
6;21;5.86
6;10;4.24
7;14;7.31
7;21;2.88
8;9;12.34
9;8;12.34
9;10;9.15
9;16;7.78
9;12;1.85
10;9;9.15
10;6;4.24
11;12;6.45
12;1;31.68
12;18;12.71
12;17;7.39
12;11;6.45
12;9;1.85
13;22;11.85
13;5;9.20
14;7;7.31
15;20;8.30
15;19;3.81
15;2;2.80
16;25;20.12
16;9;7.78
17;0;14.02
17;29;11.64
17;3;10.06
17;12;7.39
18;12;12.71
19;15;3.81
20;15;8.30
20;21;6.01
20;5;2.06
21;28;12.62
21;20;6.01
21;6;5.86
21;7;2.88
22;13;11.85
22;4;9.14
23;27;26.04
24;28;14.51
24;26;6.94
25;16;20.12
26;24;6.94
27;23;26.04
27;28;23.79
28;27;23.79
28;24;14.51
28;21;12.62
29;17;11.64
