source;target;label
0;154;11.70
0;73;16.12
1;326;15.91
1;334;18.13
1;368;20.56
2;222;28.68
3;203;1.55
3;238;3.76
3;57;9.78
3;305;15.55
4;128;2.30
4;76;6.60
4;39;7.07
4;417;7.59
5;336;1.16
5;380;2.39
5;268;5.13
5;98;13.16
6;8;6.90
6;245;10.35
7;165;2.71
7;395;13.54
7;164;16.71
7;340;18.57
8;6;6.90
8;186;6.65
8;200;6.93
9;442;3.15
9;379;12.10
9;453;15.42
10;282;3.60
10;150;13.05
10;382;18.60
11;324;6.92
11;14;12.14
12;146;17.21
12;194;17.90
13;484;2.65
13;404;12.52
13;103;16.69
14;28;8.29
14;480;10.21
14;11;12.14
15;173;13.36
15;428;16.29
16;365;22.35
17;88;27.02
18;98;10.55
18;130;15.67
19;285;4.50
19;354;5.67
19;474;8.69
19;233;10.72
20;74;2.44
20;179;7.77
20;83;10.83
21;402;2.67
21;39;11.23
22;322;6.94
22;455;14.01
22;49;15.96
23;26;7.71
23;343;7.37
24;182;6.39
25;398;2.05
25;316;7.96
25;99;27.65
26;23;7.71
27;65;1.26
27;364;12.87
28;225;3.59
28;266;4.56
28;14;8.29
28;69;10.50
29;451;23.18
30;345;3.29
30;202;4.70
30;322;4.18
30;242;7.78
31;65;3.42
32;71;3.13
32;446;9.32
33;76;2.91
33;339;4.67
33;137;31.43
34;321;6.61
35;68;12.60
35;114;18.90
36;485;28.89
37;461;7.14
37;135;9.61
37;149;12.93
38;213;2.28
39;4;7.07
39;21;11.23
40;202;2.90
40;338;6.96
40;50;19.19
41;170;4.91
41;190;9.88
41;323;18.25
42;62;4.78
42;317;16.39
43;254;7.49
43;332;19.56
44;258;4.26
44;427;4.37
45;326;8.45
46;200;2.13
46;383;6.65
46;237;13.99
46;475;14.05
47;195;15.25
48;57;34.33
49;22;15.96
50;356;13.76
50;40;19.19
50;307;21.33
50;467;23.67
51;133;16.11
51;458;16.56
52;174;16.40
52;283;16.67
52;183;21.66
53;230;15.13
54;69;9.69
55;323;34.05
56;225;32.01
57;3;9.78
57;48;34.33
58;155;14.87
58;387;33.66
59;439;3.25
59;94;6.07
59;182;6.51
59;461;8.36
59;241;10.00
60;290;10.73
61;109;10.89
62;42;4.78
62;165;7.06
62;342;9.80
62;357;15.42
63;391;9.63
63;398;26.98
64;464;8.31
65;27;1.26
65;31;3.42
65;208;11.60
66;164;22.32
67;84;15.41
67;416;15.29
67;329;31.56
68;187;11.43
68;35;12.60
69;54;9.69
69;28;10.50
70;422;4.82
70;78;9.85
70;430;33.22
71;32;3.13
71;246;47.68
72;102;13.20
72;460;16.60
73;0;16.12
74;20;2.44
75;86;5.19
75;142;11.71
75;213;11.89
76;33;2.91
76;353;2.92
76;4;6.60
76;446;17.12
76;287;18.04
77;225;3.62
77;200;9.27
77;442;11.35
78;81;5.86
78;70;9.85
78;120;10.31
79;99;31.49
80;250;8.75
80;298;21.74
81;78;5.86
82;407;31.79
83;230;1.90
83;207;5.35
83;20;10.83
83;258;16.83
83;251;29.27
84;67;15.41
84;362;28.79
85;170;2.41
86;75;5.19
86;347;5.45
86;224;16.51
87;352;11.57
87;425;15.59
88;354;1.38
88;17;27.02
89;475;6.44
89;304;22.66
90;460;5.96
90;394;6.35
90;366;10.23
91;313;5.11
92;488;2.01
92;271;9.52
92;348;15.15
92;204;29.60
93;318;23.60
94;59;6.07
95;398;17.92
96;164;8.97
97;494;24.79
98;18;10.55
98;141;10.58
98;5;13.16
99;25;27.65
99;79;31.49
100;306;5.24
100;157;14.82
100;244;25.09
101;258;2.78
101;468;7.19
102;72;13.20
103;13;16.69
104;315;7.45
105;416;1.48
105;114;20.87
106;107;1.55
106;227;21.28
107;106;1.55
107;284;1.10
108;277;15.89
108;325;22.52
109;140;1.49
109;463;4.04
109;61;10.89
110;457;14.44
110;389;23.59
111;492;5.96
111;157;10.63
112;346;1.96
112;136;17.05
113;215;14.02
114;35;18.90
114;297;18.75
114;105;20.87
115;298;12.00
115;418;15.68
115;493;21.95
116;255;12.50
117;282;7.78
117;454;12.69
117;320;16.40
117;462;19.57
118;380;7.21
118;390;30.22
119;254;18.78
120;426;9.02
120;78;10.31
120;407;14.91
120;176;35.88
121;428;3.67
122;145;2.13
122;376;10.00
122;213;14.22
123;494;21.12
124;241;1.36
124;255;7.66
125;259;14.69
126;209;2.43
126;416;3.90
126;198;5.24
126;476;8.07
126;359;15.51
127;185;22.88
127;243;46.05
128;4;2.30
128;172;4.52
128;191;5.90
128;425;12.55
129;150;1.61
130;18;15.67
131;151;3.98
131;170;11.08
132;267;5.43
132;312;14.91
133;51;16.11
133;189;17.12
134;278;3.44
134;293;20.14
135;37;9.61
135;485;9.31
135;386;13.74
136;112;17.05
136;164;21.47
136;470;27.75
137;33;31.43
138;474;1.85
139;392;3.28
140;109;1.49
140;313;2.23
140;299;12.38
141;98;10.58
142;75;11.71
143;450;10.73
144;193;9.56
145;476;1.00
145;122;2.13
146;242;9.33
146;12;17.21
147;338;14.87
147;159;16.88
148;316;1.79
148;274;4.18
148;170;8.20
149;37;12.93
149;411;12.47
150;129;1.61
150;10;13.05
151;131;3.98
151;220;25.92
152;447;5.95
152;416;6.87
153;392;6.67
154;459;4.34
154;161;8.11
154;0;11.70
155;186;6.41
155;363;6.14
155;341;13.01
155;58;14.87
156;348;5.85
157;111;10.63
157;498;13.89
157;100;14.82
158;450;2.98
158;256;12.86
159;147;16.88
160;449;3.69
160;300;16.12
161;154;8.11
162;296;22.16
163;259;2.18
163;394;10.43
164;96;8.97
164;7;16.71
164;136;21.47
164;66;22.32
165;7;2.71
165;62;7.06
166;474;11.92
167;316;15.25
168;454;16.62
169;388;1.46
169;466;13.81
169;276;16.60
170;85;2.41
170;41;4.91
170;148;8.20
170;131;11.08
171;188;15.96
172;128;4.52
173;15;13.36
173;451;32.09
174;52;16.40
175;369;5.74
175;392;5.63
176;120;35.88
177;216;9.61
177;324;10.91
178;313;12.78
178;473;29.64
179;20;7.77
180;337;6.77
181;485;9.91
182;335;1.05
182;349;1.70
182;24;6.39
182;59;6.51
183;342;5.67
183;409;10.61
183;52;21.66
183;403;29.40
184;361;16.12
185;481;7.48
185;198;15.88
185;127;22.88
186;8;6.65
186;155;6.41
186;252;13.05
187;68;11.43
188;420;1.65
188;486;3.22
188;171;15.96
189;133;17.12
190;399;1.26
190;41;9.88
190;487;16.91
191;128;5.90
192;335;5.81
193;144;9.56
193;344;28.70
194;12;17.90
195;47;15.25
195;271;23.12
196;386;12.50
197;400;3.89
197;441;7.98
197;377;19.36
198;126;5.24
198;334;9.35
198;185;15.88
199;224;15.35
200;46;2.13
200;8;6.93
200;223;8.60
200;77;9.27
201;275;14.86
202;40;2.90
202;30;4.70
203;3;1.55
203;223;2.87
204;499;10.08
204;92;29.60
205;469;18.72
205;347;30.32
206;266;6.33
207;83;5.35
207;217;9.83
208;65;11.60
209;412;1.74
209;126;2.43
209;373;16.96
210;392;1.38
211;321;12.12
211;414;16.41
212;369;14.40
212;431;20.69
213;38;2.28
213;75;11.89
213;122;14.22
213;214;20.73
214;263;3.80
214;213;20.73
215;422;3.31
215;428;4.58
215;113;14.02
216;242;2.94
216;303;8.98
216;177;9.61
217;207;9.83
217;311;12.03
218;365;3.79
218;491;7.84
218;440;20.55
219;365;5.82
220;151;25.92
221;435;22.25
222;249;3.21
222;437;11.97
222;2;28.68
223;203;2.87
223;344;4.97
223;200;8.60
224;396;3.69
224;199;15.35
224;86;16.51
225;28;3.59
225;77;3.62
225;56;32.01
226;234;9.19
227;297;12.08
227;106;21.28
228;384;37.75
229;459;17.34
229;421;22.34
230;83;1.90
230;53;15.13
231;422;3.59
231;268;10.47
232;427;3.51
232;479;5.04
232;280;12.35
232;265;22.13
233;256;2.60
233;19;10.72
234;399;2.42
234;226;9.19
234;240;18.81
235;344;16.84
235;374;24.23
236;478;7.07
236;376;9.20
236;413;9.93
236;331;35.94
237;484;12.85
237;46;13.99
238;360;1.50
238;3;3.76
239;446;24.30
240;234;18.81
241;124;1.36
241;59;10.00
242;216;2.94
242;30;7.78
242;146;9.33
243;127;46.05
244;100;25.09
245;6;10.35
246;71;47.68
247;288;12.19
247;304;12.05
248;334;2.61
248;393;12.62
249;222;3.21
250;80;8.75
251;83;29.27
252;314;9.06
252;186;13.05
253;423;4.96
254;43;7.49
254;119;18.78
254;399;22.60
255;124;7.66
255;116;12.50
256;233;2.60
256;158;12.86
256;479;12.71
257;365;3.89
258;101;2.78
258;44;4.26
258;301;6.87
258;83;16.83
258;281;26.41
259;163;2.18
259;125;14.69
260;321;6.45
260;494;11.77
261;403;17.38
262;314;5.94
263;214;3.80
264;476;18.22
265;232;22.13
266;28;4.56
266;206;6.33
266;370;15.07
267;132;5.43
267;444;14.59
267;319;25.11
268;5;5.13
268;416;6.96
268;231;10.47
268;415;42.24
269;351;23.45
270;426;11.94
271;92;9.52
271;195;23.12
272;347;12.68
273;412;7.69
273;372;16.53
273;292;31.33
274;148;4.18
274;302;9.50
274;336;10.70
275;443;2.84
275;418;11.85
275;201;14.86
276;169;16.60
277;316;3.40
277;108;15.89
278;134;3.44
279;310;4.39
279;315;8.77
279;483;17.64
280;232;12.35
281;258;26.41
282;491;2.35
282;496;2.13
282;10;3.60
282;117;7.78
282;388;11.06
283;52;16.67
284;107;1.10
285;19;4.50
286;489;4.06
286;339;9.71
287;76;18.04
288;247;12.19
289;314;21.64
290;429;6.40
290;450;7.49
290;60;10.73
291;392;8.26
292;273;31.33
293;418;5.11
293;134;20.14
294;346;44.87
295;479;24.01
296;299;15.08
296;162;22.16
297;227;12.08
297;114;18.75
298;115;12.00
298;80;21.74
299;450;8.46
299;140;12.38
299;296;15.08
300;464;11.74
300;160;16.12
301;258;6.87
302;274;9.50
303;216;8.98
304;471;9.36
304;247;12.05
304;89;22.66
304;477;44.49
305;3;15.55
306;100;5.24
306;434;13.61
307;50;21.33
308;462;13.38
309;444;16.88
310;279;4.39
310;327;6.16
311;217;12.03
312;452;5.25
312;132;14.91
313;140;2.23
313;91;5.11
313;178;12.78
314;367;3.64
314;262;5.94
314;252;9.06
314;289;21.64
314;405;25.16
315;420;2.65
315;104;7.45
315;279;8.77
315;378;24.30
316;148;1.79
316;277;3.40
316;25;7.96
316;438;11.95
316;167;15.25
317;42;16.39
318;389;4.86
318;376;9.68
318;93;23.60
319;267;25.11
320;117;16.40
320;358;24.92
321;34;6.61
321;260;6.45
321;211;12.12
322;30;4.18
322;22;6.94
323;41;18.25
323;55;34.05
324;11;6.92
324;177;10.91
324;437;16.57
325;108;22.52
326;45;8.45
326;1;15.91
327;310;6.16
328;458;3.04
328;454;10.89
329;67;31.56
330;402;13.90
331;236;35.94
332;43;19.56
333;400;1.81
334;248;2.61
334;198;9.35
334;1;18.13
335;182;1.05
335;383;2.52
335;192;5.81
336;5;1.16
336;274;10.70
336;385;18.59
337;180;6.77
337;476;8.37
338;40;6.96
338;147;14.87
339;33;4.67
339;450;5.36
339;286;9.71
339;375;12.90
339;465;28.64
340;482;11.34
340;408;14.20
340;7;18.57
341;155;13.01
341;419;21.40
342;183;5.67
342;62;9.80
343;23;7.37
343;428;8.00
344;223;4.97
344;235;16.84
344;193;28.70
345;30;3.29
346;112;1.96
346;294;44.87
347;86;5.45
347;272;12.68
347;205;30.32
348;156;5.85
348;92;15.15
349;182;1.70
350;356;1.01
351;460;9.04
351;269;23.45
352;432;6.54
352;87;11.57
353;76;2.92
354;88;1.38
354;19;5.67
354;410;22.76
355;433;22.33
356;350;1.01
356;50;13.76
357;62;15.42
358;320;24.92
359;126;15.51
360;238;1.50
361;381;2.95
361;184;16.12
361;402;24.88
362;84;28.79
363;155;6.14
364;488;4.65
364;393;7.50
364;27;12.87
365;218;3.79
365;257;3.89
365;219;5.82
365;16;22.35
366;487;9.29
366;90;10.23
367;314;3.64
367;436;12.86
368;1;20.56
369;175;5.74
369;452;7.34
369;212;14.40
370;266;15.07
371;413;23.46
372;435;15.60
372;273;16.53
373;209;16.96
374;235;24.23
375;339;12.90
376;236;9.20
376;318;9.68
376;122;10.00
377;197;19.36
378;315;24.30
379;9;12.10
380;409;1.14
380;5;2.39
380;118;7.21
381;361;2.95
382;10;18.60
383;335;2.52
383;46;6.65
384;438;27.43
384;228;37.75
385;336;18.59
386;196;12.50
386;135;13.74
387;58;33.66
388;169;1.46
388;449;7.60
388;282;11.06
389;318;4.86
389;110;23.59
390;118;30.22
391;63;9.63
392;210;1.38
392;139;3.28
392;175;5.63
392;153;6.67
392;291;8.26
392;466;12.40
393;364;7.50
393;248;12.62
394;90;6.35
394;163;10.43
394;495;12.48
395;7;13.54
396;224;3.69
397;480;7.63
398;25;2.05
398;95;17.92
398;63;26.98
399;190;1.26
399;234;2.42
399;434;7.20
399;254;22.60
400;333;1.81
400;197;3.89
401;472;16.38
402;21;2.67
402;424;2.93
402;330;13.90
402;361;24.88
403;472;10.57
403;261;17.38
403;183;29.40
404;13;12.52
405;314;25.16
406;492;19.21
407;414;5.62
407;120;14.91
407;82;31.79
408;340;14.20
409;380;1.14
409;183;10.61
410;354;22.76
411;420;3.61
411;459;5.93
411;149;12.47
412;209;1.74
412;273;7.69
413;236;9.93
413;371;23.46
414;407;5.62
414;211;16.41
415;268;42.24
416;105;1.48
416;126;3.90
416;152;6.87
416;268;6.96
416;67;15.29
417;4;7.59
418;293;5.11
418;275;11.85
418;115;15.68
419;341;21.40
420;188;1.65
420;315;2.65
420;411;3.61
421;229;22.34
422;215;3.31
422;231;3.59
422;70;4.82
422;496;5.60
423;253;4.96
423;482;10.21
424;402;2.93
424;491;11.60
425;128;12.55
425;87;15.59
426;120;9.02
426;270;11.94
427;232;3.51
427;44;4.37
428;121;3.67
428;215;4.58
428;343;8.00
428;15;16.29
429;290;6.40
430;70;33.22
431;212;20.69
432;352;6.54
433;486;21.61
433;355;22.33
434;448;1.45
434;399;7.20
434;306;13.61
435;372;15.60
435;221;22.25
436;367;12.86
437;222;11.97
437;324;16.57
438;316;11.95
438;384;27.43
439;59;3.25
440;218;20.55
441;468;4.54
441;197;7.98
442;9;3.15
442;77;11.35
443;275;2.84
443;480;5.36
444;267;14.59
444;309;16.88
445;478;1.99
446;32;9.32
446;76;17.12
446;239;24.30
447;152;5.95
448;434;1.45
449;160;3.69
449;388;7.60
450;158;2.98
450;339;5.36
450;290;7.49
450;299;8.46
450;143;10.73
451;29;23.18
451;173;32.09
452;312;5.25
452;369;7.34
453;9;15.42
454;486;5.69
454;328;10.89
454;117;12.69
454;168;16.62
455;22;14.01
456;492;22.26
457;110;14.44
458;328;3.04
458;51;16.56
459;154;4.34
459;411;5.93
459;229;17.34
460;90;5.96
460;351;9.04
460;72;16.60
461;37;7.14
461;59;8.36
462;308;13.38
462;117;19.57
462;490;21.90
463;109;4.04
464;64;8.31
464;300;11.74
465;339;28.64
466;392;12.40
466;169;13.81
467;50;23.67
468;441;4.54
468;101;7.19
469;205;18.72
470;136;27.75
471;304;9.36
472;403;10.57
472;401;16.38
473;178;29.64
474;138;1.85
474;19;8.69
474;166;11.92
475;89;6.44
475;46;14.05
476;145;1.00
476;126;8.07
476;337;8.37
476;264;18.22
477;304;44.49
478;445;1.99
478;236;7.07
479;232;5.04
479;256;12.71
479;295;24.01
480;443;5.36
480;397;7.63
480;14;10.21
481;185;7.48
482;423;10.21
482;340;11.34
483;279;17.64
484;13;2.65
484;237;12.85
485;135;9.31
485;181;9.91
485;36;28.89
486;188;3.22
486;454;5.69
486;433;21.61
487;366;9.29
487;190;16.91
487;497;16.71
488;92;2.01
488;364;4.65
489;286;4.06
490;462;21.90
491;282;2.35
491;218;7.84
491;424;11.60
492;111;5.96
492;406;19.21
492;456;22.26
493;115;21.95
494;260;11.77
494;123;21.12
494;97;24.79
495;394;12.48
496;282;2.13
496;422;5.60
497;487;16.71
498;157;13.89
499;204;10.08
