source;target;label
0;9;24.09
0;4;21.41
0;3;14.62
1;2;17.29
2;1;17.29
2;4;8.39
3;0;14.62
4;0;21.41
4;2;8.39
5;11;17.14
6;19;24.29
7;9;8.28
7;12;8.94
8;9;6.66
9;10;28.56
9;0;24.09
9;7;8.28
9;8;6.66
10;24;50.01
10;9;28.56
10;11;15.79
11;19;26.02
11;5;17.14
11;10;15.79
12;7;8.94
13;15;18.57
13;19;13.51
14;16;31.84
14;23;29.16
15;13;18.57
16;14;31.84
16;30;25.23
17;25;29.72
17;18;23.36
18;17;23.36
18;27;21.06
19;11;26.02
19;6;24.29
19;13;13.51
19;20;1.15
20;40;22.92
20;19;1.15
21;23;30.63
22;28;36.71
22;25;21.36
22;23;19.00
23;21;30.63
23;14;29.16
23;22;19.00
24;10;50.01
25;17;29.72
25;22;21.36
26;32;31.78
26;35;10.39
26;33;8.79
27;18;21.06
27;31;13.01
28;22;36.71
28;39;32.14
29;30;1.94
30;16;25.23
30;36;24.45
30;29;1.94
31;27;13.01
32;26;31.78
32;38;21.61
32;36;2.75
33;37;9.47
33;26;8.79
34;37;7.41
35;41;23.21
35;26;10.39
36;30;24.45
36;32;2.75
37;33;9.47
37;34;7.41
38;32;21.61
38;40;19.67
39;28;32.14
40;20;22.92
40;38;19.67
41;46;32.18
41;44;24.46
41;35;23.21
42;45;42.62
42;59;10.46
43;45;53.50
44;58;40.29
44;41;24.46
45;43;53.50
45;42;42.62
46;47;40.52
46;41;32.18
46;50;13.10
46;48;6.27
47;46;40.52
48;46;6.27
49;61;44.43
49;59;23.20
50;51;28.81
50;46;13.10
51;60;33.08
51;50;28.81
51;52;20.49
51;56;11.72
52;51;20.49
53;56;20.95
54;63;11.42
54;67;3.10
55;60;50.06
56;53;20.95
56;51;11.72
57;64;5.92
58;64;44.34
58;44;40.29
59;49;23.20
59;69;16.26
59;42;10.46
60;55;50.06
60;51;33.08
60;62;21.58
60;72;14.60
61;49;44.43
62;60;21.58
63;54;11.42
64;58;44.34
64;57;5.92
65;69;4.92
65;66;3.91
65;71;1.89
66;67;11.54
66;65;3.91
67;66;11.54
67;54;3.10
68;73;40.26
69;73;52.98
69;72;35.43
69;59;16.26
69;65;4.92
70;79;56.05
70;78;7.35
71;77;16.47
71;65;1.89
72;69;35.43
72;60;14.60
73;69;52.98
73;68;40.26
74;77;30.22
74;75;22.85
74;83;3.49
75;74;22.85
76;77;42.69
76;79;17.90
77;76;42.69
77;74;30.22
77;71;16.47
78;70;7.35
79;70;56.05
79;76;17.90
80;82;22.57
81;82;39.27
81;84;14.12
82;81;39.27
82;80;22.57
83;84;21.93
83;74;3.49
84;89;26.70
84;83;21.93
84;81;14.12
85;92;37.24
85;88;14.82
85;87;9.14
86;87;10.14
86;90;3.87
87;86;10.14
87;85;9.14
88;99;29.83
88;85;14.82
89;84;26.70
89;95;23.28
89;90;21.18
90;89;21.18
90;86;3.87
91;99;20.44
92;85;37.24
93;106;25.41
93;99;9.83
94;95;14.43
95;89;23.28
95;94;14.43
96;97;16.13
97;110;20.32
97;96;16.13
98;102;13.16
99;88;29.83
99;91;20.44
99;93;9.83
100;103;50.69
101;106;1.50
102;104;22.27
102;103;19.95
102;98;13.16
103;100;50.69
103;109;21.23
103;102;19.95
104;102;22.27
104;106;19.48
105;108;14.09
106;93;25.41
106;104;19.48
106;101;1.50
107;108;61.16
108;107;61.16
108;117;35.38
108;105;14.09
108;111;7.10
109;103;21.23
109;115;20.26
110;112;27.70
110;97;20.32
111;114;15.49
111;112;12.99
111;108;7.10
112;113;38.87
112;110;27.70
112;111;12.99
112;116;11.97
113;131;46.61
113;112;38.87
114;111;15.49
115;120;25.52
115;109;20.26
115;116;7.19
116;119;30.84
116;112;11.97
116;115;7.19
117;108;35.38
117;129;15.54
118;126;9.99
119;116;30.84
120;121;26.44
120;115;25.52
120;122;24.90
120;124;17.70
121;120;26.44
121;128;5.37
122;120;24.90
122;123;5.58
123;122;5.58
124;120;17.70
125;128;27.36
126;129;32.82
126;118;9.99
127;130;30.26
127;132;23.86
128;130;29.74
128;125;27.36
128;121;5.37
129;126;32.82
129;117;15.54
130;127;30.26
130;128;29.74
131;113;46.61
131;141;26.77
132;127;23.86
132;146;15.15
133;136;53.15
133;143;17.26
134;142;17.13
135;138;25.98
136;133;53.15
137;142;51.96
137;139;34.76
138;140;37.16
138;135;25.98
139;137;34.76
139;147;2.70
140;138;37.16
140;141;13.03
140;143;7.54
141;131;26.77
141;140;13.03
142;137;51.96
142;134;17.13
143;133;17.26
143;140;7.54
144;146;21.59
145;154;8.14
146;147;36.13
146;144;21.59
146;132;15.15
147;163;40.34
147;146;36.13
147;160;24.42
147;150;14.49
147;139;2.70
148;166;81.21
149;151;2.30
150;147;14.49
150;151;9.72
150;152;1.22
151;161;22.07
151;150;9.72
151;149;2.30
152;158;24.46
152;150;1.22
153;154;23.58
154;155;32.74
154;153;23.58
154;157;13.14
154;145;8.14
155;164;52.27
155;159;50.22
155;154;32.74
156;174;6.59
157;158;19.35
157;154;13.14
158;152;24.46
158;157;19.35
159;155;50.22
159;168;19.37
160;147;24.42
161;151;22.07
162;163;6.36
163;147;40.34
163;166;33.36
163;162;6.36
164;155;52.27
165;166;11.88
166;148;81.21
166;163;33.36
166;165;11.88
167;170;42.38
168;180;23.58
168;159;19.37
169;173;13.20
169;178;4.26
170;167;42.38
170;171;5.18
171;177;29.26
171;175;17.73
171;170;5.18
172;178;8.62
173;175;26.21
173;169;13.20
174;179;45.83
174;175;35.42
174;156;6.59
175;174;35.42
175;173;26.21
175;171;17.73
176;183;54.60
176;177;51.05
177;176;51.05
177;171;29.26
177;180;5.44
178;185;54.41
178;172;8.62
178;169;4.26
179;174;45.83
180;181;44.00
180;168;23.58
180;177;5.44
181;180;44.00
181;189;40.43
181;194;26.20
182;183;64.08
183;182;64.08
183;176;54.60
183;200;42.26
184;196;14.87
185;178;54.41
186;190;72.59
186;192;33.97
187;191;67.55
187;188;16.52
188;187;16.52
189;181;40.43
189;192;2.10
190;186;72.59
191;187;67.55
191;194;3.14
192;186;33.97
192;189;2.10
193;196;42.71
194;196;41.55
194;181;26.20
194;191;3.14
195;198;45.23
195;196;11.07
196;193;42.71
196;194;41.55
196;184;14.87
196;195;11.07
197;204;16.72
198;195;45.23
199;202;29.38
199;210;21.50
200;183;42.26
200;202;37.65
201;203;42.44
201;217;9.27
201;204;7.22
202;200;37.65
202;199;29.38
203;201;42.44
203;219;37.22
203;208;35.89
204;197;16.72
204;201;7.22
205;208;32.28
205;218;9.16
206;210;52.67
206;214;42.66
207;208;18.83
207;215;9.90
208;203;35.89
208;205;32.28
208;207;18.83
209;221;16.10
210;206;52.67
210;213;23.12
210;199;21.50
211;214;32.64
212;217;23.50
213;210;23.12
213;223;20.40
214;206;42.66
214;211;32.64
215;207;9.90
216;219;62.30
217;212;23.50
217;220;15.36
217;201;9.27
218;205;9.16
219;216;62.30
219;203;37.22
220;217;15.36
220;228;14.84
220;222;2.19
221;222;26.21
221;209;16.10
222;221;26.21
222;220;2.19
223;213;20.40
223;229;3.80
224;225;8.14
225;229;23.76
225;224;8.14
226;230;16.84
226;228;3.26
227;230;10.68
228;231;23.46
228;220;14.84
228;226;3.26
229;225;23.76
229;232;17.27
229;223;3.80
229;238;1.75
230;234;34.01
230;226;16.84
230;235;16.63
230;227;10.68
231;237;25.23
231;228;23.46
232;240;54.42
232;233;23.88
232;229;17.27
233;232;23.88
233;237;17.03
234;230;34.01
235;230;16.63
236;250;29.23
237;231;25.23
237;233;17.03
238;229;1.75
239;247;30.12
240;232;54.42
240;258;34.75
241;246;33.56
241;247;32.24
241;242;29.45
242;241;29.45
243;245;9.18
244;265;18.36
245;253;43.22
245;243;9.18
246;241;33.56
246;254;19.55
247;241;32.24
247;239;30.12
247;252;23.70
248;253;42.37
248;251;31.69
249;250;29.21
249;259;14.91
250;236;29.23
250;249;29.21
251;248;31.69
251;252;24.55
252;251;24.55
252;247;23.70
252;255;3.81
253;245;43.22
253;248;42.37
254;258;42.58
254;246;19.55
255;259;22.09
255;252;3.81
256;257;39.70
257;256;39.70
257;261;32.40
257;260;17.80
258;254;42.58
258;240;34.75
258;263;19.73
259;267;27.76
259;255;22.09
259;249;14.91
260;263;38.03
260;257;17.80
261;279;47.81
261;257;32.40
262;263;29.17
262;265;20.46
262;264;2.81
263;260;38.03
263;262;29.17
263;258;19.73
264;262;2.81
265;262;20.46
265;244;18.36
266;269;28.73
267;259;27.76
267;272;3.18
268;272;20.21
269;271;61.67
269;266;28.73
269;272;27.06
270;273;27.88
270;282;11.25
271;269;61.67
272;269;27.06
272;268;20.21
272;267;3.18
273;270;27.88
274;280;16.18
275;278;4.19
276;279;30.93
277;288;26.69
277;278;11.89
277;289;4.64
278;282;14.06
278;277;11.89
278;275;4.19
278;280;3.86
279;261;47.81
279;276;30.93
279;283;22.12
280;274;16.18
280;278;3.86
281;283;13.70
281;282;10.68
282;285;17.50
282;278;14.06
282;270;11.25
282;281;10.68
283;279;22.12
283;281;13.70
284;286;4.49
285;286;19.18
285;282;17.50
286;285;19.18
286;284;4.49
287;288;51.22
288;287;51.22
288;277;26.69
289;291;24.02
289;277;4.64
290;291;36.92
291;290;36.92
291;289;24.02
291;308;21.54
292;295;63.07
292;299;52.64
293;294;27.95
294;293;27.95
294;296;13.98
295;292;63.07
296;301;16.81
296;305;16.80
296;294;13.98
296;298;11.68
297;299;40.34
298;306;17.74
298;296;11.68
299;292;52.64
299;297;40.34
299;300;24.36
299;305;11.57
300;299;24.36
301;296;16.81
302;304;11.05
303;307;30.50
303;312;3.50
304;312;12.94
304;302;11.05
304;305;1.16
305;296;16.80
305;299;11.57
305;304;1.16
306;298;17.74
307;303;30.50
307;308;30.66
307;309;3.47
308;307;30.66
308;291;21.54
308;310;12.85
309;307;3.47
310;319;47.07
310;308;12.85
311;324;7.94
312;304;12.94
312;303;3.50
313;316;45.95
313;321;7.07
314;317;34.12
315;316;48.62
316;315;48.62
316;313;45.95
316;319;31.51
317;314;34.12
317;318;24.63
318;319;56.37
318;317;24.63
319;318;56.37
319;310;47.07
319;320;34.92
319;316;31.51
320;319;34.92
320;322;5.49
321;329;30.50
321;313;7.07
322;336;38.41
322;320;5.49
323;325;23.17
323;331;15.90
324;311;7.94
324;325;7.90
325;328;32.17
325;323;23.17
325;324;7.90
326;333;39.00
326;330;34.75
327;328;36.37
328;327;36.37
328;325;32.17
329;334;41.89
329;321;30.50
330;326;34.75
330;335;24.17
331;323;15.90
331;338;7.59
332;333;27.57
333;326;39.00
333;332;27.57
333;345;13.62
334;329;41.89
334;342;9.90
335;330;24.17
336;322;38.41
336;338;29.99
337;338;38.03
338;337;38.03
338;336;29.99
338;331;7.59
339;342;38.03
340;350;3.69
341;345;19.51
341;356;4.60
341;342;3.82
342;339;38.03
342;334;9.90
342;341;3.82
343;352;27.82
344;353;60.65
345;341;19.51
345;333;13.62
346;348;30.37
346;353;12.20
346;349;3.04
347;352;23.40
348;346;30.37
349;355;18.64
349;357;5.62
349;346;3.04
350;355;4.33
350;340;3.69
351;353;21.26
351;356;9.96
351;352;5.90
352;343;27.82
352;347;23.40
352;351;5.90
353;344;60.65
353;351;21.26
353;346;12.20
354;355;31.48
355;354;31.48
355;349;18.64
355;350;4.33
356;358;15.31
356;363;12.70
356;351;9.96
356;341;4.60
357;360;18.09
357;349;5.62
358;361;18.96
358;356;15.31
359;366;53.27
359;362;24.29
360;369;52.24
360;362;28.22
360;357;18.09
361;358;18.96
362;360;28.22
362;359;24.29
362;371;17.53
363;356;12.70
364;367;42.51
365;373;32.69
365;367;23.25
365;368;21.08
366;359;53.27
367;364;42.51
367;365;23.25
