source;target;label
0;1;88.45
0;2;2.45
0;3;55.63
0;4;2.49
0;5;52.36
0;6;20.49
0;7;58.18
0;8;6.27
0;9;80.72
0;10;6.66
0;11;92.50
0;12;92.85
0;13;65.07
0;14;6.54
0;22;80.31
1;0;88.45
1;2;54.02
1;3;37.00
1;4;52.57
1;5;33.42
1;6;9.54
1;7;77.63
1;8;41.56
1;9;59.89
1;10;25.74
1;11;24.10
1;12;35.91
1;13;97.21
1;14;60.09
1;26;52.17
2;0;2.45
2;1;54.02
2;3;44.62
2;4;80.33
2;5;76.12
2;6;68.07
2;7;79.14
2;8;97.94
2;9;59.82
2;10;79.43
2;11;10.09
2;12;96.66
2;13;30.40
2;14;89.75
3;0;55.63
3;1;37.00
3;2;44.62
3;4;4.00
3;5;98.62
3;6;57.45
3;7;40.22
3;8;82.80
3;9;33.14
3;10;16.73
3;11;81.38
3;12;17.35
3;13;17.50
3;14;39.56
3;16;81.14
4;0;2.49
4;1;52.57
4;2;80.33
4;3;4.00
4;5;21.27
4;6;90.42
4;7;14.57
4;8;18.36
4;9;91.04
4;10;84.14
4;11;30.68
4;12;24.63
4;13;17.34
4;14;91.77
5;0;52.36
5;1;33.42
5;2;76.12
5;3;98.62
5;4;21.27
5;6;20.38
5;7;40.48
5;8;69.38
5;9;50.16
5;10;59.24
5;11;40.56
5;12;16.41
5;13;59.51
5;14;40.50
5;18;52.75
6;0;20.49
6;1;9.54
6;2;68.07
6;3;57.45
6;4;90.42
6;5;20.38
6;7;64.70
6;8;38.35
6;9;81.02
6;10;43.06
6;11;8.48
6;12;31.12
6;13;99.79
6;14;24.49
6;24;38.64
7;0;58.18
7;1;77.63
7;2;79.14
7;3;40.22
7;4;14.57
7;5;40.48
7;6;64.70
7;8;15.59
7;9;18.75
7;10;8.76
7;11;7.68
7;12;26.36
7;13;97.53
7;14;5.57
7;15;88.88
8;0;6.27
8;1;41.56
8;2;97.94
8;3;82.80
8;4;18.36
8;5;69.38
8;6;38.35
8;7;15.59
8;9;34.50
8;10;83.35
8;11;69.15
8;12;69.92
8;13;55.09
8;14;59.14
9;0;80.72
9;1;59.89
9;2;59.82
9;3;33.14
9;4;91.04
9;5;50.16
9;6;81.02
9;7;18.75
9;8;34.50
9;10;30.51
9;11;75.95
9;12;100.00
9;13;34.03
9;14;60.38
9;15;1.43
10;0;6.66
10;1;25.74
10;2;79.43
10;3;16.73
10;4;84.14
10;5;59.24
10;6;43.06
10;7;8.76
10;8;83.35
10;9;30.51
10;11;10.23
10;12;86.52
10;13;25.66
10;14;15.48
11;0;92.50
11;1;24.10
11;2;10.09
11;3;81.38
11;4;30.68
11;5;40.56
11;6;8.48
11;7;7.68
11;8;69.15
11;9;75.95
11;10;10.23
11;12;78.60
11;13;9.69
11;14;12.71
12;0;92.85
12;1;35.91
12;2;96.66
12;3;17.35
12;4;24.63
12;5;16.41
12;6;31.12
12;7;26.36
12;8;69.92
12;9;100.00
12;10;86.52
12;11;78.60
12;13;9.76
12;14;81.34
12;28;13.11
13;0;65.07
13;1;97.21
13;2;30.40
13;3;17.50
13;4;17.34
13;5;59.51
13;6;99.79
13;7;97.53
13;8;55.09
13;9;34.03
13;10;25.66
13;11;9.69
13;12;9.76
13;14;9.09
14;0;6.54
14;1;60.09
14;2;89.75
14;3;39.56
14;4;91.77
14;5;40.50
14;6;24.49
14;7;5.57
14;8;59.14
14;9;60.38
14;10;15.48
14;11;12.71
14;12;81.34
14;13;9.09
14;19;48.19
15;7;88.88
15;9;1.43
15;17;71.20
15;19;81.42
15;20;13.15
15;21;26.13
15;23;76.63
15;24;59.73
15;25;88.93
15;26;66.52
15;28;11.37
16;3;81.14
16;17;31.98
16;18;94.29
16;19;4.47
16;20;68.81
16;21;81.38
16;25;18.81
16;27;8.19
16;28;50.20
17;15;71.20
17;16;31.98
17;18;66.44
17;19;92.99
17;21;31.96
17;23;76.26
17;24;83.11
17;25;14.18
17;27;25.45
17;29;27.35
18;5;52.75
18;16;94.29
18;17;66.44
18;20;17.50
18;21;21.55
18;22;20.26
18;23;52.15
18;24;62.61
18;25;30.95
19;14;48.19
19;15;81.42
19;16;4.47
19;17;92.99
19;20;13.12
19;22;25.04
19;23;30.88
19;26;25.58
19;28;61.31
19;29;64.10
20;15;13.15
20;16;68.81
20;18;17.50
20;19;13.12
20;21;91.33
20;22;49.22
20;23;47.74
20;26;80.16
21;15;26.13
21;16;81.38
21;17;31.96
21;18;21.55
21;20;91.33
21;22;17.32
21;25;58.39
21;29;96.28
22;0;80.31
22;18;20.26
22;19;25.04
22;20;49.22
22;21;17.32
22;23;29.92
22;28;25.76
23;15;76.63
23;17;76.26
23;18;52.15
23;19;30.88
23;20;47.74
23;22;29.92
23;24;55.30
23;25;57.53
24;6;38.64
24;15;59.73
24;17;83.11
24;18;62.61
24;23;55.30
24;27;55.91
24;29;78.73
25;15;88.93
25;16;18.81
25;17;14.18
25;18;30.95
25;21;58.39
25;23;57.53
25;27;49.98
25;29;32.56
26;1;52.17
26;15;66.52
26;19;25.58
26;20;80.16
26;27;84.86
26;28;41.34
26;29;64.87
27;16;8.19
27;17;25.45
27;24;55.91
27;25;49.98
27;26;84.86
27;28;53.04
28;12;13.11
28;15;11.37
28;16;50.20
28;19;61.31
28;22;25.76
28;26;41.34
28;27;53.04
29;17;27.35
29;19;64.10
29;21;96.28
29;24;78.73
29;25;32.56
29;26;64.87
