source;target;label
0;1;46.94
0;2;97.24
0;4;89.09
0;8;5.36
0;9;94.18
0;10;7.46
0;11;91.44
0;12;74.78
0;13;42.05
0;15;78.15
0;16;84.97
0;18;6.05
0;21;75.18
0;22;39.02
0;25;61.73
1;0;46.94
1;9;75.76
1;10;83.48
1;12;52.16
1;14;54.71
1;17;54.31
1;18;41.97
1;20;50.16
1;21;14.94
1;23;26.44
1;28;40.83
2;0;97.24
2;3;3.05
2;9;41.47
2;10;31.87
2;13;97.67
2;15;79.66
2;21;48.57
2;23;88.52
2;26;26.17
2;28;14.10
2;29;65.56
3;2;3.05
3;12;54.20
3;13;14.62
3;18;64.18
3;22;95.95
3;29;1.33
4;0;89.09
4;7;43.13
4;10;95.69
4;13;52.15
4;14;84.10
4;16;68.53
4;19;19.71
4;24;89.16
4;25;74.62
4;27;16.42
5;9;86.09
5;10;99.99
5;17;19.65
5;21;97.23
5;29;79.41
6;9;95.36
6;11;63.78
6;18;19.61
6;20;87.68
6;22;3.61
6;25;15.05
6;27;32.99
7;4;43.13
7;11;49.75
7;13;68.09
7;14;66.74
7;15;79.92
7;19;88.64
8;0;5.36
8;13;87.42
8;15;63.19
8;18;48.07
8;19;8.75
8;21;39.22
8;22;21.50
8;24;58.49
8;26;91.62
9;0;94.18
9;1;75.76
9;2;41.47
9;5;86.09
9;6;95.36
9;15;25.32
9;16;93.37
9;17;3.25
9;22;27.80
10;0;7.46
10;1;83.48
10;2;31.87
10;4;95.69
10;5;99.99
10;16;77.81
10;20;49.19
10;25;52.39
10;26;97.13
10;27;97.00
11;0;91.44
11;6;63.78
11;7;49.75
11;12;16.51
11;13;74.06
11;14;92.21
11;18;7.90
11;20;55.79
11;22;32.29
11;24;46.25
11;29;19.64
12;0;74.78
12;1;52.16
12;3;54.20
12;11;16.51
12;14;34.58
12;17;35.52
12;18;99.39
12;20;36.40
12;26;21.45
13;0;42.05
13;2;97.67
13;3;14.62
13;4;52.15
13;7;68.09
13;8;87.42
13;11;74.06
13;14;81.97
13;17;69.03
13;19;25.61
13;22;27.44
13;25;8.38
13;27;48.55
13;28;17.51
14;1;54.71
14;4;84.10
14;7;66.74
14;11;92.21
14;12;34.58
14;13;81.97
14;17;17.64
14;18;5.83
14;26;49.10
14;28;4.60
15;0;78.15
15;2;79.66
15;7;79.92
15;8;63.19
15;9;25.32
15;20;61.79
15;21;32.59
15;25;17.57
15;26;75.86
16;0;84.97
16;4;68.53
16;9;93.37
16;10;77.81
16;18;64.38
16;27;12.24
17;1;54.31
17;5;19.65
17;9;3.25
17;12;35.52
17;13;69.03
17;14;17.64
17;18;44.32
17;26;87.56
17;29;21.99
18;0;6.05
18;1;41.97
18;3;64.18
18;6;19.61
18;8;48.07
18;11;7.90
18;12;99.39
18;14;5.83
18;16;64.38
18;17;44.32
18;25;61.19
18;27;74.57
18;28;35.77
19;4;19.71
19;7;88.64
19;8;8.75
19;13;25.61
19;20;31.66
19;22;19.18
19;24;87.81
20;1;50.16
20;6;87.68
20;10;49.19
20;11;55.79
20;12;36.40
20;15;61.79
20;19;31.66
20;22;1.50
20;27;74.42
20;28;64.19
21;0;75.18
21;1;14.94
21;2;48.57
21;5;97.23
21;8;39.22
21;15;32.59
21;24;73.06
21;25;81.58
21;27;66.48
21;28;25.13
21;29;86.95
22;0;39.02
22;3;95.95
22;6;3.61
22;8;21.50
22;9;27.80
22;11;32.29
22;13;27.44
22;19;19.18
22;20;1.50
22;24;44.96
22;25;10.55
22;26;69.67
23;1;26.44
23;2;88.52
23;24;41.29
23;25;3.79
23;26;30.17
23;28;12.21
23;29;80.86
24;4;89.16
24;8;58.49
24;11;46.25
24;19;87.81
24;21;73.06
24;22;44.96
24;23;41.29
24;27;62.69
25;0;61.73
25;4;74.62
25;6;15.05
25;10;52.39
25;13;8.38
25;15;17.57
25;18;61.19
25;21;81.58
25;22;10.55
25;23;3.79
25;26;86.06
25;27;85.03
25;29;44.35
26;2;26.17
26;8;91.62
26;10;97.13
26;12;21.45
26;14;49.10
26;15;75.86
26;17;87.56
26;22;69.67
26;23;30.17
26;25;86.06
26;29;48.32
27;4;16.42
27;6;32.99
27;10;97.00
27;13;48.55
27;16;12.24
27;18;74.57
27;20;74.42
27;21;66.48
27;24;62.69
27;25;85.03
28;1;40.83
28;2;14.10
28;13;17.51
28;14;4.60
28;18;35.77
28;20;64.19
28;21;25.13
28;23;12.21
29;2;65.56
29;3;1.33
29;5;79.41
29;11;19.64
29;17;21.99
29;21;86.95
29;23;80.86
29;25;44.35
29;26;48.32
