source;target;label
0;80;90.56
0;40;18.13
0;76;81.94
0;66;35.76
1;67;94.64
1;36;53.77
1;24;72.79
2;85;71.97
2;94;43.46
3;48;67.37
4;52;33.23
4;60;5.44
5;42;42.34
5;55;35.76
6;64;28.84
6;21;79.08
7;36;4.67
7;67;10.79
7;43;41.06
9;35;73.11
10;41;28.26
10;27;11.22
11;55;48.23
12;44;92.94
12;65;61.75
13;35;23.41
13;93;6.58
14;37;79.86
14;15;68.18
15;99;66.30
15;26;90.31
15;14;68.18
16;45;46.86
18;27;46.98
19;54;9.58
19;95;26.53
20;81;54.25
20;25;40.56
21;49;3.90
21;6;79.08
21;99;51.12
22;60;53.09
22;26;5.37
23;56;19.56
23;29;88.76
24;1;72.79
25;47;72.17
25;20;40.56
26;22;5.37
26;95;69.33
26;15;90.31
27;18;46.98
27;62;99.65
27;58;31.00
27;10;11.22
27;59;16.90
28;71;64.79
28;85;63.77
29;60;19.44
29;23;88.76
30;50;54.14
31;32;29.94
31;34;27.45
31;79;45.04
32;31;29.94
33;45;79.39
34;92;20.71
34;47;57.36
34;31;27.45
34;84;46.95
35;9;73.11
35;13;23.41
35;46;64.68
36;7;4.67
36;1;53.77
37;51;25.09
37;77;14.86
37;14;79.86
38;51;77.83
40;0;18.13
40;74;40.43
41;92;18.55
41;93;31.67
41;52;78.69
41;10;28.26
41;75;88.75
42;5;42.34
42;75;4.26
43;7;41.06
43;77;58.02
43;86;61.51
43;91;1.06
44;12;92.94
45;33;79.39
45;53;80.00
45;16;46.86
46;35;64.68
47;25;72.17
47;91;37.21
47;34;57.36
48;3;67.37
49;50;71.42
49;21;3.90
49;77;66.87
50;74;40.23
50;49;71.42
50;30;54.14
51;37;25.09
51;38;77.83
52;99;44.36
52;41;78.69
52;67;13.84
52;4;33.23
52;83;22.08
53;84;11.36
53;45;80.00
54;19;9.58
54;84;17.48
54;89;12.72
55;11;48.23
55;5;35.76
55;86;90.74
56;23;19.56
56;57;72.39
56;65;14.40
57;56;72.39
58;27;31.00
58;96;8.67
59;27;16.90
60;22;53.09
60;29;19.44
60;4;5.44
62;27;99.65
63;94;83.74
64;6;28.84
64;84;50.29
65;12;61.75
65;56;14.40
66;0;35.76
66;90;24.79
67;1;94.64
67;7;10.79
67;52;13.84
71;28;64.79
71;80;81.30
71;95;52.10
71;98;86.66
72;82;68.64
74;50;40.23
74;40;40.43
75;42;4.26
75;41;88.75
75;85;77.14
76;0;81.94
77;83;55.02
77;37;14.86
77;43;58.02
77;49;66.87
79;31;45.04
80;0;90.56
80;71;81.30
81;20;54.25
82;72;68.64
83;77;55.02
83;52;22.08
84;54;17.48
84;53;11.36
84;64;50.29
84;34;46.95
85;2;71.97
85;75;77.14
85;28;63.77
86;43;61.51
86;98;82.07
86;55;90.74
87;93;7.44
89;95;42.76
89;54;12.72
90;66;24.79
91;47;37.21
91;43;1.06
92;41;18.55
92;34;20.71
92;93;57.01
93;41;31.67
93;92;57.01
93;13;6.58
93;87;7.44
94;63;83.74
94;2;43.46
95;89;42.76
95;19;26.53
95;71;52.10
95;26;69.33
96;58;8.67
98;86;82.07
98;71;86.66
99;15;66.30
99;52;44.36
99;21;51.12
