1;56;199;213;245;249;255;281;307;346;369;413;492
2;439
3;467
4;479
5;494
6;494
7;473
8;11
9;493
10;474
11;475;8;57;295;467
12;476
13;492
14;471
15;334
16;384
17;464
18;467
19;464
20;455
21;464
22;476
23;479
24;455
25;495
26;259
27;83
28;476
29;455
30;145
31;496
32;463
33;477
34;481
35;462
36;462
37;343
38;443
39;476
40;320
41;495
42;488
43;435
44;494
45;231;366
46;482
47;492
48;499
49;474
50;462
51;345
52;431
53;206
54;496
55;439
56;1
57;11
58;479
59;473
60;439
61;463
62;498
63;345
64;474
65;471
66;488
67;495
68;476
69;447
70;494
71;496
72;473
73;435
74;455
75;498
76;247
77;476
78;463
79;476
80;479
81;500
82;434
83;306;27
84;492
85;443
86;345
87;463
88;447
89;463
90;435
91;495
92;492
93;190
94;338
95;320
96;495
97;439
98;496
99;439
100;496
101;108
102;464
103;464
104;434
105;463
106;473
107;474
108;338;101
109;498
110;498
111;474
112;462
113;443
114;492
115;431
116;264
117;431
118;493
119;462
120;498
121;496
122;463
123;374;231
124;492
125;474
126;499
127;455
128;345
129;408
130;474
131;338
132;496
133;448
134;476
135;194
136;493
137;479
138;500
139;488
140;492
141;443
142;471
143;419
144;474
145;419;30;210;443
146;434
147;495
148;495
149;495
150;496
151;498
152;464
153;499
154;489
155;474
156;481
157;463
158;477
159;481
160;494
161;434
162;499
163;359;265
164;499
165;464
166;499
167;500
168;477
169;435
170;463
171;493
172;500
173;462
174;439
175;473
176;498
177;463
178;431
179;384
180;489
181;481
182;500
183;481
184;474
185;481
186;492
187;495
188;443
189;206
190;408;93;251
191;498
192;455
193;455
194;334;135;203;268;306;412;497
195;496
196;345
197;443
198;492
199;1
200;455
201;476
202;476
203;194
204;482
205;476
206;443;53;189;211;229;264
207;463
208;495
209;434
210;145
211;206
212;462
213;1
214;463
215;264
216;435
217;439
218;463
219;439
220;489
221;476
222;434
223;496
224;477
225;264
226;462
227;492
228;497
229;206
230;488
231;123;45
232;492
233;499
234;499
235;492
236;462
237;489
238;464
239;368
240;473
241;496
242;463
243;495
244;464
245;1
246;464
247;447;76;278;305;343
248;500
249;1
250;477
251;190
252;492
253;492
254;493
255;1
256;439
257;500
258;434
259;467;26
260;495
261;434
262;496
263;492
264;206;116;215;225;447
265;163;313
266;431
267;463
268;194
269;462
270;455
271;499
272;476
273;492
274;463
275;479
276;492
277;463
278;247
279;500
280;476
281;1
282;384
283;471
284;462
285;463
286;477
287;435
288;455
289;464
290;492
291;476
292;384
293;496
294;476
295;11
296;474
297;500
298;476
299;439
300;495
301;463
302;479
303;492
304;471
305;247
306;194;83
307;1
308;471
309;474
310;462
311;463
312;492
313;265;318
314;474
315;489
316;439
317;462
318;313
319;463
320;338;40;95
321;479
322;500
323;476
324;492
325;479
326;431
327;500
328;474
329;439
330;463
331;492
332;500
333;455
334;449;15;194;368
335;474
336;492
337;462
338;379;94;108;131;320;424;449
339;435
340;463
341;439
342;431
343;247;37;418;461;475
344;455
345;435;51;63;86;128;196;396;428;473
346;1
347;474
348;476
349;477
350;492
351;474
352;499
353;494
354;434
355;431
356;489
357;488
358;498
359;408;163
360;477
361;496
362;498
363;476
364;492
365;489
366;45
367;496
368;334;239;448
369;1
370;463
371;482
372;499
373;463
374;467;123
375;488
376;471
377;463
378;476
379;467;338
380;455
381;498
382;492
383;500
384;481;16;179;282;292;494
385;477
386;500
387;500
388;496
389;500
390;471
391;439
392;462
393;462
394;498
395;408;491
396;345
397;489
398;492
399;479
400;496
401;496
402;455
403;476
404;477
405;492
406;493
407;492
408;497;129;190;359;395
409;479
410;464
411;474
412;194
413;1
414;471
415;455
416;473
417;496
418;343
419;494;143;145
420;455
421;474
422;473
423;492
424;338
425;462
426;476
427;493
428;345
429;496
430;477
431;489;52;115;117;178;266;326;342;355;455
432;495
433;473
434;439;82;104;146;161;209;222;258;261;354;457;477
435;498;43;73;90;169;216;287;339;345
436;493
437;492
438;492
439;462;2;55;60;97;99;174;217;219;256;299;316;329;341;391;434
440;482
441;500
442;500
443;145;38;85;113;141;188;197;206
444;477
445;477
446;467
447;264;69;88;247
448;368;133
449;338;334
450;499
451;495
452;495
453;474
454;492
455;431;20;24;29;74;127;192;193;200;270;288;333;344;380;402;415;420;470;480;487;498
456;473
457;434
458;471
459;500
460;496
461;343
462;496;35;36;50;112;119;173;212;226;236;269;284;310;317;337;392;393;425;439
463;474;32;61;78;87;89;105;122;157;170;177;207;214;218;242;267;274;277;285;301;311;319;330;340;370;373;377;476
464;500;17;19;21;102;103;152;165;238;244;246;289;410;465;469;474
465;464
466;492
467;11;3;18;259;374;379;446
468;499
469;464
470;455
471;499;14;65;142;283;304;308;376;390;414;458;482
472;495
473;345;7;59;72;106;175;240;416;422;433;456;490;493
474;464;10;49;64;107;111;125;130;144;155;184;296;309;314;328;335;347;351;411;421;453;463
475;343;11
476;463;12;22;28;39;68;77;79;134;201;202;205;221;272;280;291;294;298;323;348;363;378;403;426;496
477;434;33;158;168;224;250;286;349;360;385;404;430;444;445;479
478;488
479;477;4;23;58;80;137;275;302;321;325;399;409;484;489
480;455
481;488;34;156;159;181;183;185;384
482;471;46;204;371;440;488
483;495
484;479
485;492
486;492
487;455
488;482;42;66;139;230;357;375;478;481
489;479;154;180;220;237;315;356;365;397;431
490;473
491;395
492;1;13;47;84;92;114;124;140;186;198;227;232;235;252;253;263;273;276;290;303;312;324;331;336;350;364;382;398;405;407;423;437;438;454;466;485;486;495
493;473;9;118;136;171;254;406;427;436;499
494;384;5;6;44;70;160;353;419
495;492;25;41;67;91;96;147;148;149;187;208;243;260;300;432;451;452;472;483;500
496;476;31;54;71;98;100;121;132;150;195;223;241;262;293;361;367;388;400;401;417;429;460;462
497;194;228;408
498;455;62;75;109;110;120;151;176;191;358;362;381;394;435
499;493;48;126;153;162;164;166;233;234;271;352;372;450;468;471
500;495;81;138;167;172;182;248;257;279;297;322;327;332;383;386;387;389;441;442;459;464
