1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
2;1
3;1
4;1
5;1
6;1
7;1
8;1
9;1
10;1
11;1
12;1
13;1
14;1
15;1;31
16;21
17;43
18;31
19;21
20;23
21;64;16;19;23
22;43
23;21;20;27;28
24;31
25;43
26;31
27;23
28;23
29;43
30;69
31;15;18;24;26;32;34;38;39;40;44;48;53;55;62;87
32;31
33;43
34;31
35;43
36;67
37;87
38;31
39;31
40;31
41;60
42;43
43;98;17;22;25;29;33;35;42;49;50;54;60
44;31
45;71
46;69
47;84
48;31
49;43
50;43
51;69
52;71
53;31
54;43
55;31
56;60
57;87
58;99
59;87
60;43;41;56;61;65;66;86;99
61;60
62;31
63;69
64;69;21
65;60
66;60
67;71;36;69
68;87
69;67;30;46;51;63;64
70;85
71;85;45;52;67
72;87
73;99
74;87
75;99
76;84
77;87
78;87
79;87
80;84
81;84
82;93;83;85
83;82
84;87;47;76;80;81;88;90;91;97
85;82;70;71
86;60
87;31;37;57;59;68;72;74;77;78;79;84
88;84
89;96
90;84
91;84
92;97
93;99;82
94;97
95;97
96;97;89;98
97;84;92;94;95;96
98;96;43
99;60;58;73;75;93;100
100;99
